,jpaul.csv,neodatis-odb.csv,tycho.csv,unicase.csv,jrdf.csv,xcmetadataservicestoolkit.csv,mecat.csv,ambulant.csv,synecdoche.csv,javaprofiler.csv,codesmith.csv
ambulant.csv,0.59,0.54,0.96,0.5,0.64,0.36,0.6,0.68,0.51,0.63,0.68
codesmith.csv,0.68,0.54,0.46,0.56,0.54,0.82,0.57,0.49,0.44,0.56,0.45
javaprofiler.csv,0.53,0.42,0.43,0.49,0.48,0.38,0.48,0.47,0.38,0.48,0.58
jpaul.csv,0.65,0.79,0.89,0.99,0.93,0.82,0.53,0.75,0.0,0.86,0.75
jrdf.csv,0.67,0.44,0.8,0.62,0.92,0.61,0.46,0.93,0.78,0.67,0.49
mecat.csv,0.0,0.67,0.0,0.97,0.0,0.0,0.67,0.0,0.0,0.0,0.0
neodatis-odb.csv,0.95,0.76,0.94,0.9,0.91,0.59,0.78,0.95,0.93,0.62,0.68
synecdoche.csv,0.8,0.79,0.75,0.57,0.92,0.75,0.47,0.81,0.62,0.58,0.47
tycho.csv,0.62,0.44,0.56,0.42,0.88,0.54,0.62,0.7,0.44,0.71,0.86
unicase.csv,0.56,0.48,0.75,0.44,0.4,0.36,0.34,0.44,0.38,0.5,0.57
xcmetadataservicestoolkit.csv,0.59,0.67,0.66,0.39,0.91,0.39,0.46,0.76,0.92,0.57,0.62
