,jpaul.csv,neodatis-odb.csv,tycho.csv,unicase.csv,jrdf.csv,xcmetadataservicestoolkit.csv,mecat.csv,ambulant.csv,synecdoche.csv,javaprofiler.csv,codesmith.csv
ambulant.csv,0.49,0.47,0.38,0.72,0.2,0.74,0.0,0.95,0.42,0.63,0.46
codesmith.csv,0.29,0.46,0.67,0.64,0.26,0.42,0.13,0.45,0.52,0.51,0.98
javaprofiler.csv,0.38,0.41,0.61,0.64,0.27,0.65,0.06,0.55,0.49,0.99,0.43
jpaul.csv,1.0,0.34,0.41,0.26,0.4,0.35,0.18,0.04,0.0,0.17,0.24
jrdf.csv,0.44,0.37,0.2,0.43,0.89,0.6,0.14,0.2,0.42,0.52,0.53
mecat.csv,0.0,0.05,0.0,0.12,0.12,0.0,1.0,0.0,0.0,0.0,0.0
neodatis-odb.csv,0.11,0.99,0.27,0.41,0.11,0.45,0.1,0.25,0.32,0.64,0.4
synecdoche.csv,0.25,0.3,0.34,0.59,0.3,0.38,0.05,0.36,1.0,0.56,0.69
tycho.csv,0.32,0.51,0.99,0.81,0.26,0.62,0.08,0.33,0.59,0.47,0.17
unicase.csv,0.49,0.46,0.15,0.99,0.36,0.8,0.09,0.43,0.52,0.55,0.45
xcmetadataservicestoolkit.csv,0.41,0.3,0.28,0.66,0.23,0.97,0.16,0.31,0.39,0.52,0.43
