,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.89,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0
echongl.csv,0.94,0.93,0.8,0.37,0.98,0.38,0.35,0.0,0.0,0.39,0.0,0.68
hazelcast.csv,0.36,0.35,0.4,0.59,0.41,0.38,0.31,0.4,0.34,0.75,0.37,0.34
japano.csv,0.43,0.42,0.4,0.37,0.48,0.33,0.31,0.43,0.35,0.39,0.38,0.36
jmol.csv,0.36,0.4,0.39,0.33,0.47,0.32,0.29,0.41,0.35,0.55,0.37,0.36
mobicents.csv,0.36,0.39,0.4,0.43,0.45,0.36,0.3,0.41,0.35,0.63,0.37,0.37
nunit.csv,0.42,0.44,0.43,0.0,0.52,0.0,0.0,0.45,0.52,0.0,0.38,0.96
openefm.csv,0.68,0.86,0.57,0.0,0.95,0.0,0.0,0.89,0.67,0.0,0.41,0.8
snakeyaml.csv,0.37,0.67,0.43,0.0,0.71,0.0,0.0,0.92,0.0,0.0,0.36,0.0
trackit.csv,0.7,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
unicase.csv,0.36,0.4,0.39,0.41,0.48,0.36,0.35,0.41,0.36,0.4,0.37,0.37
wheat.csv,0.91,0.55,0.86,0.36,0.57,0.33,0.29,0.48,0.5,0.39,0.8,0.36
