,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.06,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
echongl.csv,0.22,0.8,0.09,0.99,0.33,0.91,0.29,0.01,0.0,1.0,0.0,0.51
hazelcast.csv,1.0,0.0,0.96,0.13,0.89,0.3,0.79,0.93,0.92,0.0,1.0,0.68
japano.csv,0.85,1.0,0.91,1.0,0.56,1.0,0.92,0.88,0.96,0.99,0.9,0.89
jmol.csv,1.0,1.0,1.0,0.59,1.0,0.96,1.0,1.0,1.0,0.15,1.0,1.0
mobicents.csv,1.0,0.9,0.96,0.32,1.0,0.61,1.0,1.0,0.96,0.1,1.0,0.79
nunit.csv,0.64,0.2,0.83,0.0,0.67,0.0,0.0,0.58,0.54,0.0,0.81,0.04
openefm.csv,0.1,0.5,0.35,0.0,0.22,0.0,0.0,0.03,0.04,0.0,0.58,0.03
snakeyaml.csv,0.61,0.0,0.87,0.0,0.11,0.0,0.0,0.01,0.0,0.0,0.96,0.0
trackit.csv,0.12,0.0,0.39,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.58,0.0
unicase.csv,0.99,0.8,1.0,0.72,1.0,0.83,0.37,1.0,0.83,0.6,1.0,0.87
wheat.csv,0.12,0.2,0.09,1.0,0.44,1.0,1.0,0.64,0.17,1.0,0.13,0.87
