,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.85,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
echongl.csv,0.97,1.2,0.93,0.99,0.71,0.92,0.29,1.0,0.96,1.0,0.88,0.8
hazelcast.csv,1.0,0.0,0.96,0.67,0.9,0.58,0.8,0.93,0.92,0.99,1.0,0.73
japano.csv,0.88,1.01,0.92,1.0,0.56,1.0,0.93,0.88,0.96,0.99,0.94,0.9
jmol.csv,1.0,1.0,1.0,0.63,1.0,0.96,1.0,1.0,1.0,0.72,1.0,1.0
mobicents.csv,1.0,0.9,0.96,0.45,1.0,0.62,1.0,1.0,0.96,0.72,1.0,0.79
nunit.csv,0.72,0.46,0.88,1.0,0.76,1.0,1.0,0.59,0.69,1.0,0.81,0.45
openefm.csv,0.38,0.87,0.72,1.0,0.89,1.0,1.0,0.89,0.93,1.0,0.59,1.0
snakeyaml.csv,0.64,0.95,0.88,1.0,0.85,1.0,1.0,0.59,1.0,1.0,0.96,1.0
trackit.csv,0.65,1.0,0.4,1.0,1.01,1.0,1.0,1.0,1.0,1.0,0.63,1.0
unicase.csv,0.99,0.8,1.0,0.74,1.0,0.85,0.46,1.0,0.85,0.61,1.0,0.87
wheat.csv,0.92,0.51,0.88,1.0,0.87,1.0,1.0,0.74,0.22,1.0,0.64,0.87
