,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
echongl.csv,0.06,0.11,0.07,0.99,0.37,0.87,0.96,0.0,0.04,1.0,0.12,0.38
hazelcast.csv,1.0,1.0,1.0,0.34,0.85,0.5,0.87,1.0,1.0,0.01,1.0,0.75
japano.csv,0.79,0.89,0.88,0.99,1.0,0.99,0.9,0.96,0.93,1.0,0.75,0.92
jmol.csv,1.0,1.0,1.0,0.79,1.0,0.99,1.0,1.0,1.0,0.3,1.0,1.0
mobicents.csv,1.0,0.96,1.0,0.69,0.94,0.86,0.97,1.0,1.0,0.29,1.0,0.92
nunit.csv,0.67,0.58,0.68,0.0,0.64,0.0,0.0,0.89,0.57,0.0,1.0,0.55
openefm.csv,0.64,0.29,0.37,0.0,0.14,0.0,0.0,0.11,0.07,0.0,0.88,0.0
snakeyaml.csv,0.82,0.05,0.88,0.0,0.16,0.0,0.0,0.41,0.0,0.0,1.0,0.0
trackit.csv,0.36,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
unicase.csv,1.0,0.98,1.0,0.84,0.95,0.79,0.72,1.0,0.86,0.93,1.0,0.98
wheat.csv,0.09,0.53,0.12,1.0,0.25,1.0,1.0,0.63,0.86,1.0,0.38,0.95
