,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.18,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0
echongl.csv,0.07,0.12,0.09,0.05,0.41,0.32,0.9,0.0,0.05,0.0,0.15,0.4
hazelcast.csv,0.0,1.0,0.17,0.39,0.36,0.53,0.53,0.27,0.3,0.01,0.0,0.59
japano.csv,0.43,0.0,0.32,0.0,0.8,0.0,0.3,0.4,0.17,0.05,0.33,0.37
jmol.csv,0.0,0.0,0.0,0.67,0.0,0.17,0.0,0.0,0.0,0.34,0.0,0.0
mobicents.csv,0.0,0.35,0.17,0.69,0.0,0.69,0.0,0.0,0.17,0.34,0.0,0.55
nunit.csv,0.57,0.61,0.43,0.0,0.54,0.0,0.0,0.73,0.54,0.0,0.54,0.6
openefm.csv,0.68,0.32,0.4,0.0,0.17,0.0,0.0,0.13,0.09,0.0,0.72,0.0
snakeyaml.csv,0.67,0.06,0.41,0.0,0.19,0.0,0.0,0.46,0.0,0.0,0.17,0.0
trackit.csv,0.41,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0
unicase.csv,0.05,0.55,0.0,0.6,0.0,0.46,0.7,0.0,0.47,0.74,0.0,0.42
wheat.csv,0.11,0.57,0.15,0.0,0.28,0.0,0.0,0.55,0.85,0.0,0.43,0.42
