,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,1.0,64.0,0.0,508.0,133.0,123.0,136.0,205.0,51.0,656.0,0.0,191.0
echongl.csv,5.0,5.0,2.0,0.0,0.0,1.0,0.0,205.0,0.0,0.0,0.0,0.0
hazelcast.csv,1.0,0.0,1.0,0.0,0.0,0.0,1.0,59.0,0.0,0.0,16.0,3.0
japano.csv,1.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,0.0,22.0,0.0
jmol.csv,1.0,0.0,2.0,0.0,0.0,0.0,0.0,72.0,0.0,1.0,16.0,0.0
mobicents.csv,1.0,0.0,1.0,1.0,0.0,0.0,0.0,72.0,0.0,0.0,16.0,1.0
nunit.csv,1.0,0.0,1.0,508.0,0.0,123.0,136.0,24.0,0.0,656.0,10.0,1.0
openefm.csv,0.0,0.0,1.0,508.0,0.0,123.0,136.0,1.0,1.0,656.0,11.0,191.0
snakeyaml.csv,0.0,0.0,1.0,508.0,0.0,123.0,136.0,0.0,51.0,656.0,15.0,191.0
trackit.csv,0.0,64.0,0.0,508.0,133.0,123.0,136.0,205.0,51.0,656.0,12.0,191.0
unicase.csv,1.0,0.0,2.0,0.0,0.0,1.0,0.0,72.0,0.0,0.0,16.0,0.0
wheat.csv,5.0,2.0,0.0,0.0,0.0,1.0,0.0,36.0,0.0,0.0,4.0,0.0
