,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.24,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
echongl.csv,0.08,0.17,0.13,0.68,0.53,0.84,0.93,0.0,0.07,0.84,0.22,0.23
hazelcast.csv,0.5,1.0,0.79,0.46,0.89,0.64,0.8,0.25,0.72,0.02,0.24,0.34
japano.csv,0.45,0.86,0.73,0.68,0.98,0.89,0.8,0.25,0.68,0.84,0.2,0.35
jmol.csv,0.5,0.92,0.78,0.67,0.97,0.9,0.84,0.23,0.7,0.44,0.24,0.34
mobicents.csv,0.5,0.91,0.79,0.69,0.93,0.86,0.82,0.23,0.71,0.43,0.24,0.38
nunit.csv,0.45,0.72,0.64,0.0,0.76,0.0,0.0,0.31,0.56,0.0,0.28,0.65
openefm.csv,0.69,0.42,0.47,0.0,0.24,0.0,0.0,0.17,0.13,0.0,0.31,0.0
snakeyaml.csv,0.53,0.1,0.74,0.0,0.27,0.0,0.0,0.55,0.0,0.0,0.24,0.0
trackit.csv,0.45,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0
unicase.csv,0.5,0.92,0.78,0.66,0.94,0.8,0.77,0.23,0.67,0.86,0.24,0.37
wheat.csv,0.14,0.67,0.21,0.68,0.39,0.9,0.84,0.22,0.86,0.84,0.33,0.36
