,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.56,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0
echongl.csv,0.12,0.43,0.6,0.51,0.94,0.81,0.9,0.0,1.0,0.72,1.0,0.16
hazelcast.csv,0.33,1.0,0.65,0.73,0.93,0.88,0.74,0.14,0.56,1.0,0.13,0.22
japano.csv,0.31,0.83,0.63,0.51,0.96,0.81,0.72,0.14,0.53,0.73,0.11,0.21
jmol.csv,0.33,0.85,0.64,0.58,0.93,0.82,0.72,0.13,0.54,0.84,0.13,0.21
mobicents.csv,0.33,0.85,0.65,0.69,0.93,0.86,0.72,0.13,0.55,0.88,0.13,0.24
nunit.csv,0.34,0.94,0.6,0.0,0.93,0.0,0.0,0.19,0.55,0.0,0.16,0.79
openefm.csv,0.75,0.76,0.65,0.0,0.89,0.0,0.0,0.33,0.67,0.0,0.19,0.0
snakeyaml.csv,0.4,1.0,0.64,0.0,0.95,0.0,0.0,0.85,0.0,0.0,0.14,0.0
trackit.csv,0.6,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
unicase.csv,0.33,0.87,0.64,0.55,0.93,0.81,0.84,0.13,0.55,0.8,0.13,0.23
wheat.csv,0.27,0.94,0.71,0.51,0.89,0.81,0.72,0.13,0.86,0.72,0.3,0.22
