,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.38,0.0,0.3,0.56,0.25,0.86,0.44,0.47,0.06,0.53,0.23,0.17,0.52,0.55,0.15,0.54,0.55,0.37,0.31,0.29
cuberok.csv,0.62,0.74,0.43,0.27,0.27,0.38,0.5,0.42,0.51,0.69,0.24,0.47,0.41,0.53,0.54,0.68,0.17,0.35,0.39,0.6
emisview.csv,0.0,0.45,0.1,0.0,0.12,0.31,0.67,0.42,0.37,0.0,0.24,0.17,0.38,0.0,0.66,0.61,0.0,0.0,0.11,0.0
jas.csv,0.58,0.22,0.41,0.63,0.17,0.66,0.39,0.57,0.0,0.44,0.68,0.47,0.39,0.86,0.66,0.54,0.38,0.43,0.4,0.0
jatlas.csv,0.36,0.97,0.31,0.09,0.39,0.52,0.48,0.43,0.12,0.43,0.0,0.46,0.25,0.0,0.71,0.69,0.06,0.43,0.1,0.52
javaprofiler.csv,0.69,0.7,0.54,0.0,0.47,0.29,0.68,0.49,0.0,0.53,0.89,0.09,0.45,0.47,0.13,0.55,0.35,0.55,0.8,0.43
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.42,0.24,0.21,0.31,0.21,0.11,0.47,0.33,0.44,0.45,0.99,0.17,0.24,0.0,0.0,0.43,0.21,0.51,0.25,0.55
jrefactory.csv,0.48,0.22,0.67,0.32,0.73,0.53,0.05,0.09,0.61,0.52,0.23,0.22,0.32,0.57,0.21,0.35,0.45,0.61,0.42,0.13
kdenlive.csv,0.68,0.74,0.61,0.37,0.29,0.27,0.63,0.66,0.48,0.73,0.6,0.64,0.52,0.78,0.52,0.77,0.44,0.42,0.52,0.28
m-m-m.csv,0.63,0.49,0.74,0.76,0.51,0.0,0.39,0.38,0.57,0.57,0.23,0.0,0.53,0.57,0.34,0.62,0.67,0.52,0.57,0.13
octet.csv,0.45,0.43,0.39,0.04,0.21,0.63,0.38,0.42,0.42,0.45,0.52,0.84,0.45,0.0,0.73,0.66,0.06,0.58,0.36,0.29
opendvr.csv,0.51,0.77,0.28,0.33,0.39,0.46,0.38,0.69,0.35,0.53,0.73,0.48,0.0,0.0,0.63,0.82,0.73,0.51,0.31,0.29
opennms.csv,0.27,0.61,0.07,0.12,0.05,0.07,0.47,0.75,0.54,0.21,0.62,0.17,0.3,0.0,0.55,0.18,0.31,0.0,0.06,0.0
poormans.csv,0.29,0.45,0.23,0.0,0.34,0.14,0.67,0.39,0.04,0.4,0.24,0.34,0.32,0.0,0.75,0.75,0.27,0.12,0.09,0.54
power-architect.csv,0.0,0.35,0.49,0.0,0.28,0.73,0.63,0.51,0.0,0.38,0.56,0.64,0.79,0.61,0.7,0.52,0.0,0.09,0.36,0.46
rohxel.csv,0.63,0.24,0.02,0.42,0.33,0.0,0.46,0.13,0.8,0.27,0.0,0.17,0.11,0.0,0.15,0.55,0.4,0.51,0.15,0.29
synecdoche.csv,0.44,0.43,0.0,0.21,0.48,0.65,0.56,0.64,0.41,0.13,0.58,0.32,0.55,0.0,0.14,0.69,0.5,0.69,0.35,0.52
thedata.csv,0.65,0.73,0.33,0.44,0.56,0.45,0.36,0.54,0.42,0.5,0.68,0.49,0.41,0.0,0.61,0.61,0.46,0.58,0.61,0.98
x-ray-mule.csv,0.21,0.6,0.34,0.8,0.36,0.07,0.05,0.46,0.43,0.0,0.53,0.43,0.2,0.53,0.39,0.28,0.0,0.12,0.48,0.0
