,jpaul.csv,neodatis-odb.csv,tycho.csv,unicase.csv,jrdf.csv,xcmetadataservicestoolkit.csv,mecat.csv,ambulant.csv,synecdoche.csv,javaprofiler.csv,codesmith.csv
ambulant.csv,152.0,194.0,182.0,99.0,1794.5,87.5,187.0,267.5,473.5,97.5,99.0
codesmith.csv,189.5,196.0,97.5,99.0,1209.0,96.5,187.0,1265.0,379.0,96.5,98.5
javaprofiler.csv,98.5,196.0,97.5,99.0,1794.5,194.0,288.5,455.5,375.0,98.5,97.5
jpaul.csv,98.5,193.0,0.0,97.5,518.5,80.5,0.0,157.0,0.0,97.5,99.0
jrdf.csv,492.0,186.0,0.0,99.0,325.0,87.5,383.0,1830.0,85.5,98.5,98.5
mecat.csv,95.5,83.5,0.0,99.0,263.0,78.5,92.5,9.5,91.5,84.5,0.0
neodatis-odb.csv,98.5,196.0,97.5,99.0,223.0,190.0,341.5,84.5,473.5,96.5,87.0
synecdoche.csv,95.5,196.0,97.5,99.0,159.0,191.0,284.5,1820.0,180.0,98.5,98.5
tycho.csv,298.5,192.0,97.5,99.0,210.0,190.0,278.5,272.5,182.0,96.5,17.5
unicase.csv,95.5,95.5,97.5,99.0,1794.5,96.5,383.0,2289.5,473.5,98.5,99.0
xcmetadataservicestoolkit.csv,98.5,97.5,65.5,99.0,977.0,194.0,383.0,1918.5,473.5,98.5,98.5
