,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.47,0.4,0.28,0.4,0.31,0.26,0.04,0.38,0.07,0.52,0.64,0.2
echongl.csv,0.44,0.44,0.59,0.59,0.87,0.49,0.89,0.11,0.35,0.82,0.27,0.28
hazelcast.csv,0.57,0.97,0.65,0.69,0.68,0.8,0.6,0.3,0.62,0.74,0.28,0.34
japano.csv,0.43,0.55,0.71,0.5,0.85,0.82,0.65,0.2,0.66,0.51,0.08,0.22
jmol.csv,0.43,0.79,0.59,0.68,0.94,0.78,0.82,0.23,0.58,0.8,0.22,0.33
mobicents.csv,0.55,0.66,0.62,0.68,0.62,0.88,0.77,0.35,0.61,0.69,0.27,0.42
nunit.csv,0.43,0.77,0.16,0.55,0.57,0.76,0.51,0.28,0.56,0.33,0.25,0.5
openefm.csv,0.66,0.84,0.73,0.63,0.48,0.24,0.37,0.28,0.63,0.23,0.46,0.2
snakeyaml.csv,0.26,0.47,0.24,0.46,0.37,0.49,0.35,0.49,0.33,0.29,0.08,0.26
trackit.csv,0.28,0.66,0.68,0.29,0.45,0.51,0.25,0.25,0.59,0.1,0.08,0.28
unicase.csv,0.5,0.81,0.53,0.68,0.81,0.78,0.64,0.24,0.5,0.8,0.28,0.39
wheat.csv,0.36,0.63,0.46,0.49,0.58,0.38,0.77,0.25,0.67,0.3,0.23,0.24
