,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.37,0.1,0.09,0.18,0.22,0.26,0.03,0.04,0.04,0.34,0.17,0.16
echongl.csv,0.78,0.8,0.52,0.63,1.0,0.26,0.16,0.14,0.21,0.95,0.35,0.78
hazelcast.csv,0.6,0.0,0.74,0.73,0.67,0.7,0.5,0.64,0.71,0.55,0.67,0.67
japano.csv,0.72,0.5,0.83,0.63,0.22,0.87,0.89,0.9,0.96,0.7,0.77,0.48
jmol.csv,0.93,1.0,0.7,0.83,1.0,0.39,1.0,0.99,0.38,0.88,0.94,0.86
mobicents.csv,0.45,0.0,0.57,0.32,0.56,1.0,1.0,0.19,0.62,0.3,0.69,0.31
nunit.csv,0.39,0.2,0.17,0.44,0.44,0.61,0.24,0.16,0.54,0.17,0.65,0.24
openefm.csv,0.24,0.8,0.65,0.65,0.0,0.13,0.61,0.19,0.29,0.09,0.04,0.34
snakeyaml.csv,0.3,0.0,0.13,0.19,0.11,0.3,0.13,0.16,0.29,0.09,0.31,0.09
trackit.csv,0.33,0.2,0.43,0.39,0.0,0.57,0.13,0.35,0.83,0.31,0.29,0.47
unicase.csv,0.69,0.5,0.61,0.64,0.89,0.7,0.24,0.96,0.46,0.39,0.81,0.62
wheat.csv,0.46,0.4,0.26,0.41,0.56,0.13,0.95,0.82,0.33,0.12,0.29,0.56
