,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,7.0
echongl.csv,1.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,8.0,0.0
hazelcast.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,11.0,18.0
japano.csv,1.0,0.0,2.0,0.0,0.0,1.0,0.0,66.0,0.0,0.0,26.0,9.0
jmol.csv,1.0,0.0,2.0,0.0,0.0,0.0,1.0,72.0,0.0,0.0,14.0,0.0
mobicents.csv,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,2.0
nunit.csv,3.0,0.0,3.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,15.0,1.0
openefm.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0
snakeyaml.csv,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0
trackit.csv,1.0,2.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,9.0,2.0
unicase.csv,1.0,2.0,0.0,0.0,0.0,1.0,0.0,68.0,2.0,0.0,10.0,0.0
wheat.csv,2.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,3.0,9.0,8.0
