,jpaul.csv,neodatis-odb.csv,tycho.csv,unicase.csv,jrdf.csv,xcmetadataservicestoolkit.csv,mecat.csv,ambulant.csv,synecdoche.csv,javaprofiler.csv,codesmith.csv
ambulant.csv,98.5,194.0,182.0,99.0,1867.0,93.5,383.0,183.0,473.5,98.5,99.0
codesmith.csv,189.5,194.0,97.5,99.0,670.0,96.5,187.0,826.5,286.5,96.5,99.0
javaprofiler.csv,98.5,196.0,97.5,99.0,1794.5,194.0,383.0,650.5,375.0,98.5,93.5
jpaul.csv,98.5,193.0,61.5,99.0,142.0,80.5,0.0,157.0,0.0,97.5,99.0
jrdf.csv,492.0,92.5,0.0,99.0,253.5,87.5,383.0,1469.0,85.5,98.5,98.5
mecat.csv,95.5,83.5,0.0,99.0,382.0,78.5,92.5,9.5,91.5,84.5,0.0
neodatis-odb.csv,98.5,196.0,97.5,99.0,343.0,190.0,486.5,370.0,377.0,96.5,350.5
synecdoche.csv,95.5,97.5,97.5,99.0,73.5,191.0,1544.0,1722.5,187.0,98.5,98.5
tycho.csv,98.5,193.0,97.5,99.0,421.5,190.0,92.5,146.0,410.5,96.5,85.5
unicase.csv,98.5,97.5,95.5,99.0,1719.0,92.5,383.0,1557.5,379.0,98.5,99.0
xcmetadataservicestoolkit.csv,98.5,97.5,65.5,99.0,269.0,194.0,383.0,2013.0,375.0,98.5,98.5
