,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.49,0.36,0.18,0.37,0.28,0.22,0.08,0.36,0.07,0.42,0.48,0.2
echongl.csv,0.33,0.52,0.5,0.54,0.78,0.63,0.87,0.08,0.19,0.81,0.12,0.25
hazelcast.csv,0.55,0.96,0.62,0.69,0.63,0.76,0.54,0.31,0.6,0.71,0.28,0.35
japano.csv,0.43,0.63,0.72,0.49,0.83,0.81,0.64,0.21,0.67,0.51,0.14,0.25
jmol.csv,0.47,0.83,0.52,0.66,0.92,0.77,0.83,0.23,0.55,0.77,0.24,0.34
mobicents.csv,0.57,0.56,0.56,0.68,0.59,0.87,0.74,0.33,0.52,0.7,0.29,0.4
nunit.csv,0.39,0.84,0.17,0.56,0.65,0.7,0.41,0.31,0.53,0.26,0.24,0.5
openefm.csv,0.64,0.81,0.76,0.52,0.4,0.3,0.5,0.28,0.52,0.25,0.43,0.13
snakeyaml.csv,0.43,0.71,0.3,0.61,0.57,0.46,0.62,0.48,0.37,0.46,0.32,0.31
trackit.csv,0.39,0.27,0.64,0.23,0.3,0.43,0.15,0.0,0.49,0.29,0.0,0.22
unicase.csv,0.46,0.7,0.33,0.66,0.76,0.75,0.68,0.22,0.4,0.79,0.27,0.37
wheat.csv,0.43,0.72,0.52,0.58,0.57,0.43,0.74,0.24,0.73,0.38,0.42,0.32
