,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0
echongl.csv,1.0,0.0,2.0,0.0,0.0,1.0,0.0,27.0,1.0,0.0,11.0,0.0
hazelcast.csv,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,11.0,14.0
japano.csv,1.0,0.0,2.0,0.0,0.0,1.0,0.0,66.0,0.0,0.0,15.0,11.0
jmol.csv,1.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,16.0,0.0
mobicents.csv,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,13.0,7.0
nunit.csv,3.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,17.0,1.0
openefm.csv,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,22.0
snakeyaml.csv,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,4.0
trackit.csv,0.0,2.0,0.0,1.0,0.0,1.0,0.0,205.0,0.0,0.0,59.0,7.0
unicase.csv,1.0,2.0,0.0,0.0,0.0,1.0,0.0,69.0,0.0,0.0,11.0,0.0
wheat.csv,1.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,0.0,2.0,8.0,7.0
