,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.49,0.92,0.75,0.85,0.7,0.95,0.83,0.92,0.5,0.6,0.59,0.95
echongl.csv,0.62,0.73,0.74,0.62,0.68,0.56,0.36,0.98,0.75,0.43,0.76,0.63
hazelcast.csv,0.36,0.33,0.35,0.33,0.33,0.33,0.45,0.34,0.31,0.33,0.36,0.33
japano.csv,0.49,0.6,0.45,0.53,0.53,0.39,0.4,0.44,0.36,0.66,0.44,0.54
jmol.csv,0.38,0.44,0.61,0.39,0.49,0.44,0.29,0.41,0.52,0.45,0.37,0.37
mobicents.csv,0.4,0.52,0.43,0.45,0.38,0.34,0.35,0.72,0.62,0.42,0.39,0.55
nunit.csv,0.66,0.4,0.83,0.51,0.49,0.49,0.93,0.84,0.41,0.99,0.44,0.69
openefm.csv,0.48,0.47,0.51,0.49,0.74,0.84,0.5,0.97,0.61,0.99,0.83,0.76
snakeyaml.csv,0.48,0.4,0.77,0.43,0.42,0.63,0.46,0.6,0.6,0.59,0.48,0.94
trackit.csv,0.66,0.91,0.53,0.95,0.95,0.9,0.89,0.8,0.52,0.99,0.67,0.63
unicase.csv,0.52,0.51,0.92,0.46,0.6,0.5,0.5,0.44,0.71,0.44,0.39,0.5
wheat.csv,0.44,0.56,0.62,0.49,0.51,0.7,0.32,0.46,0.44,0.77,0.56,0.47
