,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.55,0.22,0.1,0.25,0.17,0.13,0.04,0.26,0.04,0.29,0.75,0.15
echongl.csv,0.45,0.4,0.44,0.55,0.68,0.52,0.82,0.11,0.11,0.92,0.25,0.42
hazelcast.csv,0.82,0.93,0.61,0.86,0.48,0.7,0.41,0.93,0.68,0.66,0.88,0.72
japano.csv,0.7,0.55,0.85,0.56,0.72,0.82,0.63,0.81,0.93,0.43,0.5,0.45
jmol.csv,0.91,0.82,0.49,0.92,0.92,0.67,0.99,1.0,0.5,0.82,1.0,0.95
mobicents.csv,0.76,0.4,0.54,0.67,0.44,0.95,0.79,0.44,0.5,0.61,0.88,0.52
nunit.csv,0.36,0.76,0.1,0.55,0.5,0.6,0.26,0.41,0.57,0.16,0.75,0.62
openefm.csv,0.79,0.78,0.83,0.54,0.25,0.19,0.42,0.33,0.43,0.15,0.38,0.15
snakeyaml.csv,0.48,0.55,0.2,0.58,0.41,0.31,0.48,0.7,0.29,0.32,0.75,0.28
trackit.csv,0.45,0.16,0.59,0.16,0.18,0.3,0.08,0.0,0.43,0.19,0.0,0.32
unicase.csv,0.61,0.58,0.22,0.76,0.65,0.66,0.57,0.89,0.32,0.77,1.0,0.75
wheat.csv,0.55,0.62,0.41,0.62,0.42,0.28,0.79,0.89,0.71,0.25,0.88,0.57
