,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.04,0.59,0.45,0.4,0.17,0.39,0.45,0.57,0.37,0.45,0.37,0.48,0.35,0.07,0.38,0.38,0.26,0.23
bacula.csv,0.66,0.63,0.68,0.51,0.61,0.62,0.71,0.57,0.51,0.68,0.78,0.0,0.4,0.72,0.34,0.65,0.34,0.41
blue-c.csv,0.65,0.61,0.6,0.42,0.57,0.53,0.81,0.63,0.62,0.67,0.55,0.61,0.53,0.71,0.05,0.65,0.46,0.85
enlightenment.csv,0.6,0.05,0.0,0.0,0.05,0.65,0.17,0.0,0.68,0.0,0.0,0.3,0.0,0.7,0.05,0.0,0.0,0.0
fltk.csv,0.58,0.68,0.59,0.58,0.58,0.59,0.74,0.52,0.45,0.63,0.82,0.53,0.28,0.69,0.33,0.63,0.39,0.77
freewrl.csv,0.6,0.48,0.68,0.04,0.45,0.61,0.7,0.33,0.62,0.61,0.66,0.69,0.63,0.51,0.55,0.47,0.66,0.87
genecys.csv,0.0,0.37,0.47,0.29,0.56,0.49,0.19,0.45,0.09,0.48,0.7,0.6,0.27,0.24,0.32,0.09,0.31,0.55
genoviz.csv,0.37,0.12,0.3,0.04,0.45,0.06,0.04,0.17,0.11,0.17,0.35,0.05,0.37,0.39,0.05,0.42,0.3,0.99
gzigzag.csv,0.5,0.44,0.54,0.64,0.51,0.26,0.32,0.53,0.65,0.36,0.55,0.63,0.63,0.58,0.6,0.59,0.44,0.55
jparsec.csv,0.0,0.57,0.55,0.7,0.63,0.0,0.0,0.09,0.0,0.46,0.38,0.0,0.59,0.0,0.72,0.42,0.69,0.45
lportal.csv,0.44,0.1,0.05,0.04,0.25,0.36,0.0,0.17,0.33,0.17,0.02,0.0,0.55,0.43,0.02,0.14,0.74,0.24
ogrehg.csv,0.63,0.72,0.66,0.54,0.65,0.44,0.58,0.39,0.59,0.69,0.76,0.56,0.61,0.69,0.24,0.73,0.65,0.67
patterntesting.csv,0.6,0.57,0.54,0.72,0.37,0.45,0.77,0.24,0.27,0.63,0.38,0.17,0.3,0.68,0.05,0.3,0.54,0.65
pfaedit.csv,0.02,0.45,0.78,0.61,0.53,0.25,0.7,0.56,0.19,0.56,0.75,0.63,0.42,0.02,0.49,0.57,0.59,0.86
pgui.csv,0.44,0.01,0.0,0.65,0.48,0.0,0.41,0.49,0.0,0.0,0.0,0.0,0.34,0.65,0.4,0.27,0.0,0.09
roller.csv,0.51,0.35,0.67,0.66,0.56,0.63,0.85,0.24,0.4,0.54,0.0,0.66,0.73,0.66,0.35,0.5,0.72,0.49
sylpheed-claws.csv,0.5,0.4,0.0,0.74,0.59,0.6,0.0,0.0,0.71,0.05,0.0,0.73,0.44,0.63,0.58,0.25,0.59,0.27
xbg.csv,0.3,0.12,0.11,0.42,0.2,0.35,0.16,0.13,0.32,0.22,0.41,0.0,0.2,0.29,0.02,0.85,0.06,0.24
