,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.47,0.9,0.62,0.58,0.66,0.93,0.77,0.65,0.31,0.55,0.82,0.33,0.66,0.43,0.15,0.39,0.0,0.31
alsa.csv,0.58,0.79,0.62,0.49,0.46,0.75,0.67,0.58,0.25,0.49,0.76,0.67,0.98,0.51,0.19,0.46,0.0,0.47
boost.csv,0.54,0.54,0.62,0.48,0.4,0.8,0.66,0.47,0.14,0.6,0.65,0.52,0.92,0.5,0.17,0.51,0.15,0.41
fmri-dmt.csv,0.47,0.88,0.62,0.5,0.38,0.62,0.63,0.24,0.08,0.5,0.65,0.31,0.97,0.41,0.48,0.4,0.0,0.24
genecys.csv,0.31,0.74,0.35,0.24,0.41,0.82,0.49,0.62,0.14,0.51,0.81,0.22,0.62,0.36,0.16,0.42,0.15,0.42
gusanos.csv,0.4,0.46,0.43,0.3,0.05,0.79,0.29,0.67,0.22,0.48,0.88,0.57,0.83,0.5,0.14,0.51,0.0,0.44
hatari.csv,0.5,0.4,0.66,0.48,0.64,0.81,0.75,0.6,0.13,0.52,0.51,0.5,0.6,0.56,0.16,0.44,0.21,0.44
n2cms.csv,0.67,0.53,0.6,0.3,0.6,0.71,0.65,0.68,0.17,0.32,0.65,0.5,0.8,0.53,0.15,0.56,0.17,0.43
nug.csv,0.56,0.71,0.59,0.65,0.65,0.39,0.75,0.6,0.12,0.27,0.78,0.44,0.94,0.52,0.12,0.51,0.17,0.32
nuttx.csv,0.25,0.78,0.31,0.4,0.52,0.52,0.48,0.65,0.27,0.39,0.81,0.43,0.88,0.26,0.14,0.45,0.06,0.29
proftp.csv,0.04,0.0,0.07,0.26,0.65,0.65,0.06,0.75,0.18,0.21,0.42,0.33,0.01,0.43,0.12,0.29,0.3,0.42
pydev.csv,0.62,0.25,0.56,0.43,0.54,0.71,0.34,0.45,0.12,0.3,0.39,0.51,0.19,0.61,0.15,0.53,0.2,0.55
tcl.csv,0.47,0.81,0.47,0.38,0.69,0.74,0.08,0.54,0.13,0.46,0.5,0.29,0.21,0.37,0.15,0.47,0.12,0.0
truevision.csv,0.44,0.03,0.51,0.32,0.0,0.79,0.1,0.59,0.32,0.27,0.55,0.7,0.96,0.46,0.21,0.54,0.05,0.5
uclmda.csv,0.0,0.31,0.0,0.0,0.0,0.03,0.03,0.19,0.0,0.07,0.45,0.05,1.0,0.05,0.0,0.29,0.0,0.03
uwom.csv,0.53,0.47,0.55,0.5,0.0,0.32,0.17,0.55,0.16,0.53,0.21,0.59,0.91,0.49,0.21,0.51,0.08,0.61
wxjs.csv,0.04,0.01,0.0,0.0,0.27,0.0,0.08,0.38,0.0,0.0,0.08,0.05,0.01,0.14,0.08,0.1,0.47,0.0
wxstudio.csv,0.37,0.67,0.42,0.25,0.55,0.28,0.57,0.3,0.15,0.39,0.54,0.34,0.99,0.36,0.17,0.71,0.19,0.17
