,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.54,0.0,0.0,0.72,0.0,0.0,0.0,0.7,0.69,0.0,0.0,0.37,0.53,0.54,0.52,0.43,0.0,0.52
alsa.csv,0.66,0.54,0.66,0.59,0.44,0.55,0.62,0.59,0.61,0.54,0.7,0.74,0.83,0.47,0.64,0.5,0.0,0.75
boost.csv,0.61,0.43,0.66,0.61,0.32,0.67,0.61,0.38,0.29,0.67,0.56,0.61,0.48,0.61,0.6,0.5,0.51,0.66
fmri-dmt.csv,0.53,0.21,0.24,0.56,0.38,0.49,0.5,0.25,0.34,0.4,0.45,0.37,0.81,0.5,0.95,0.42,0.0,0.31
genecys.csv,0.34,0.37,0.38,0.31,0.39,0.72,0.41,0.3,0.5,0.53,0.0,0.21,0.0,0.43,0.45,0.4,0.56,0.52
gusanos.csv,0.37,0.35,0.42,0.28,0.04,0.63,0.21,0.59,0.38,0.5,0.84,0.63,0.7,0.62,0.49,0.55,0.0,0.72
hatari.csv,0.47,0.31,0.69,0.43,0.35,0.59,0.65,0.56,0.48,0.61,0.43,0.13,0.45,0.69,0.48,0.46,0.72,0.72
n2cms.csv,0.73,0.43,0.6,0.36,0.34,0.56,0.6,0.72,0.59,0.25,0.57,0.61,0.43,0.48,0.5,0.59,0.62,0.68
nug.csv,0.33,0.54,0.42,0.78,0.0,0.28,0.32,0.37,0.48,0.3,0.53,0.38,0.78,0.42,0.47,0.53,0.62,0.05
nuttx.csv,0.18,0.66,0.28,0.52,0.49,0.4,0.42,0.69,0.73,0.46,0.62,0.39,0.76,0.31,0.37,0.46,0.14,0.49
proftp.csv,0.02,0.0,0.04,0.32,0.67,0.54,0.04,0.78,0.66,0.16,0.34,0.36,0.01,0.41,0.2,0.23,0.82,0.42
pydev.csv,0.71,0.17,0.52,0.54,0.48,0.6,0.25,0.38,0.37,0.25,0.29,0.57,0.13,0.69,0.37,0.46,0.62,0.62
tcl.csv,0.49,0.4,0.46,0.5,0.71,0.33,0.05,0.57,0.49,0.43,0.38,0.37,0.14,0.47,0.5,0.5,0.45,0.0
truevision.csv,0.38,0.02,0.46,0.43,0.0,0.66,0.07,0.61,0.81,0.2,0.44,0.76,0.49,0.44,0.64,0.54,0.14,0.75
uclmda.csv,0.0,0.21,0.0,0.0,0.0,0.02,0.02,0.16,0.0,0.05,0.38,0.04,0.99,0.04,0.0,0.28,0.0,0.02
uwom.csv,0.56,0.37,0.23,0.46,0.0,0.23,0.11,0.58,0.37,0.6,0.15,0.55,0.47,0.59,0.53,0.52,0.14,0.81
wxjs.csv,0.02,0.01,0.0,0.0,0.18,0.0,0.05,0.34,0.0,0.0,0.05,0.04,0.01,0.1,0.2,0.06,0.95,0.0
wxstudio.csv,0.35,0.54,0.42,0.32,0.46,0.2,0.51,0.3,0.55,0.47,0.46,0.4,0.95,0.4,0.37,0.74,0.67,0.27
