,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.58,1.0,1.0,0.42,1.0,1.0,1.0,0.49,0.22,1.0,1.0,0.38,0.33,0.54,0.73,0.49,0.23,0.7
alsa.csv,0.57,0.74,0.42,0.72,0.35,0.67,0.41,0.32,0.26,0.33,0.38,0.24,0.5,0.84,0.66,0.55,0.44,0.48
boost.csv,0.61,0.41,0.36,0.5,0.12,0.44,0.46,0.08,0.2,0.33,0.1,0.38,0.83,0.65,0.58,0.27,0.47,0.55
fmri-dmt.csv,0.5,0.95,0.94,0.28,0.5,0.44,0.74,0.57,0.62,0.87,0.79,0.48,0.5,0.48,0.21,0.73,0.5,0.89
genecys.csv,0.46,0.87,0.61,0.56,0.38,0.33,0.71,0.92,0.79,0.77,1.0,0.25,1.0,0.78,0.84,0.8,0.6,0.22
gusanos.csv,0.22,0.13,0.31,0.17,0.02,0.56,0.12,0.78,0.15,0.77,0.21,0.27,0.33,0.57,0.53,0.43,0.14,0.57
hatari.csv,0.81,0.46,0.33,0.86,0.9,0.67,0.67,0.76,0.8,0.6,0.38,0.97,0.5,0.59,0.82,0.39,0.59,0.55
n2cms.csv,0.28,0.41,0.69,0.81,0.9,0.56,0.44,0.57,0.76,0.09,0.48,0.54,0.83,0.84,0.48,0.41,0.63,0.48
nug.csv,0.91,0.64,0.86,0.33,1.0,0.56,0.91,0.89,0.71,0.45,0.79,0.87,0.5,0.87,0.63,0.39,0.63,0.99
nuttx.csv,0.03,0.49,0.25,0.64,0.3,0.0,0.39,0.43,0.32,0.51,0.72,0.14,0.33,0.43,0.34,0.37,0.24,0.57
proftp.csv,0.0,0.0,0.0,0.44,0.52,0.22,0.04,0.27,0.55,0.05,0.31,0.32,0.0,0.16,0.15,0.1,0.34,0.11
pydev.csv,0.46,0.03,0.19,0.44,0.18,0.33,0.1,0.11,0.34,0.12,0.14,0.34,0.67,0.3,0.31,0.1,0.4,0.15
tcl.csv,0.76,0.87,0.75,0.69,0.4,0.89,0.01,0.59,0.53,0.16,0.76,0.62,0.5,0.55,0.52,0.43,0.78,0.0
truevision.csv,0.12,0.0,0.17,0.69,0.0,0.44,0.02,0.35,0.28,0.08,0.07,0.23,0.83,0.16,0.45,0.29,0.37,0.38
uclmda.csv,0.03,0.1,0.0,0.0,0.0,0.11,0.08,0.24,0.06,0.12,0.55,0.06,0.0,0.1,0.1,0.33,0.01,0.08
uwom.csv,0.73,0.28,0.94,0.11,0.0,0.0,0.03,0.49,0.23,0.4,0.03,0.1,0.83,0.46,0.31,0.73,0.18,0.26
wxjs.csv,0.09,0.0,0.0,0.0,0.0,0.0,0.02,0.22,0.21,0.02,0.07,0.06,0.0,0.06,0.31,0.0,0.2,0.0
wxstudio.csv,0.26,0.51,0.33,0.5,0.8,0.56,0.46,0.43,0.54,0.67,0.52,0.77,0.17,0.33,0.24,0.24,0.66,0.87
