,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.72,1.0,1.0,0.48,1.0,1.0,1.0,0.54,0.4,1.0,1.0,0.76,0.6,0.7,0.8,0.77,1.03,0.78
alsa.csv,0.61,0.78,0.52,0.74,0.69,0.75,0.56,0.54,0.49,0.59,0.47,0.36,0.5,0.85,0.68,0.74,1.09,0.51
boost.csv,0.67,0.73,0.5,0.61,0.73,0.53,0.59,0.67,0.78,0.47,0.5,0.55,0.84,0.7,0.67,0.6,0.68,0.6
fmri-dmt.csv,0.68,0.95,0.95,0.55,0.81,0.68,0.82,0.95,0.91,0.89,0.87,0.81,0.5,0.69,0.21,0.9,1.12,0.98
genecys.csv,0.83,0.93,0.87,0.9,0.74,0.43,0.89,0.92,0.83,0.8,1.0,0.85,1.13,0.9,0.86,0.92,0.71,0.57
gusanos.csv,0.7,0.71,0.69,0.78,0.97,0.63,0.83,0.78,0.68,0.81,0.26,0.48,0.44,0.64,0.73,0.63,1.01,0.59
hatari.csv,0.85,0.86,0.46,0.87,0.91,0.71,0.69,0.77,0.84,0.67,0.71,0.97,0.75,0.62,0.84,0.69,0.6,0.57
n2cms.csv,0.39,0.73,0.72,0.96,0.92,0.69,0.59,0.58,0.76,0.79,0.64,0.64,0.89,0.84,0.7,0.58,0.68,0.54
nug.csv,0.91,0.74,0.87,0.38,1.0,0.93,0.91,0.9,0.82,0.86,0.81,0.91,0.51,0.87,0.8,0.62,0.68,1.0
nuttx.csv,0.85,0.57,0.8,0.76,0.62,0.65,0.73,0.51,0.41,0.75,0.73,0.67,0.39,0.84,0.75,0.68,0.91,0.75
proftp.csv,0.98,1.0,0.97,0.83,0.58,0.55,0.97,0.34,0.6,0.87,0.77,0.76,0.99,0.66,0.85,0.82,0.37,0.64
pydev.csv,0.51,0.86,0.55,0.65,0.59,0.54,0.79,0.68,0.75,0.79,0.76,0.56,1.11,0.43,0.73,0.6,0.55,0.44
tcl.csv,0.83,0.89,0.86,0.81,0.48,0.95,0.96,0.7,0.73,0.64,0.94,0.88,1.02,0.76,0.72,0.67,0.86,1.0
truevision.csv,0.68,0.98,0.61,0.87,1.0,0.54,0.95,0.53,0.33,0.83,0.62,0.33,0.84,0.63,0.56,0.56,0.95,0.44
uclmda.csv,1.0,0.82,1.0,1.0,1.0,0.99,0.99,0.9,1.0,0.97,0.85,0.98,0.01,0.98,1.0,0.82,1.0,0.99
uwom.csv,0.76,0.73,0.96,0.6,1.0,0.81,0.91,0.63,0.71,0.56,0.88,0.51,0.85,0.61,0.59,0.8,0.89,0.31
wxjs.csv,0.98,0.99,1.0,1.0,0.85,1.0,0.96,0.73,1.02,1.0,0.96,0.98,0.99,0.92,0.89,0.95,0.2,1.0
wxstudio.csv,0.73,0.68,0.7,0.87,0.86,0.99,0.68,0.85,0.68,0.83,0.76,0.92,0.17,0.72,0.71,0.36,0.67,1.08
