,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,18.0,0.0,6.0,4.0,0.0,97.0,33.0
alsa.csv,4.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,19.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,97.0,3.0
boost.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,2.0,0.0,0.0,1.0,5.0,10.0,3.0,10.0,0.0
fmri-dmt.csv,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,97.0,41.0
genecys.csv,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,3.0,9.0,2.0,0.0,6.0,0.0,37.0,34.0
gusanos.csv,2.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,12.0,0.0,97.0,26.0
hatari.csv,6.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,33.0,2.0,4.0,1.0,1.0,1.0,4.0,0.0,17.0,24.0
n2cms.csv,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,3.0,0.0,1.0,1.0,9.0,0.0,31.0,20.0
nug.csv,6.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,11.0,5.0,3.0,1.0,1.0,2.0,22.0,0.0,42.0,41.0
nuttx.csv,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0,9.0,1.0,0.0,16.0,31.0
proftp.csv,0.0,222.0,0.0,13.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,5.0,1.0
pydev.csv,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0,1.0,0.0,3.0,2.0,8.0,1.0,17.0,0.0
tcl.csv,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,19.0,5.0,3.0,21.0,1.0,1.0,6.0,0.0,41.0,828.0
truevision.csv,0.0,0.0,1.0,6.0,78.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,20.0,0.0
uclmda.csv,121.0,0.0,64.0,52.0,78.0,0.0,0.0,0.0,152.0,6.0,3.0,4.0,0.0,7.0,67.0,0.0,97.0,37.0
uwom.csv,8.0,0.0,1.0,0.0,78.0,0.0,0.0,1.0,5.0,1.0,1.0,3.0,1.0,3.0,9.0,0.0,11.0,4.0
wxjs.csv,4.0,0.0,64.0,52.0,0.0,70.0,0.0,0.0,152.0,396.0,0.0,4.0,0.0,0.0,13.0,0.0,6.0,828.0
wxstudio.csv,0.0,0.0,0.0,11.0,0.0,3.0,1.0,4.0,21.0,5.0,2.0,1.0,0.0,3.0,2.0,1.0,27.0,42.0
