,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.58,1.0,1.0,0.76,1.0,1.0,1.0,0.77,0.67,1.0,1.0,0.34,0.5,0.56,0.67,0.41,0.0,0.64
alsa.csv,0.77,0.75,0.69,0.82,0.41,0.66,0.63,0.57,0.58,0.51,0.72,0.74,0.99,0.89,0.83,0.51,0.0,0.84
boost.csv,0.71,0.4,0.66,0.65,0.28,0.71,0.63,0.33,0.25,0.67,0.51,0.61,0.88,0.75,0.67,0.46,0.5,0.75
fmri-dmt.csv,0.54,0.95,0.97,0.53,0.36,0.48,0.66,0.23,0.33,0.83,0.64,0.34,0.95,0.5,1.0,0.49,0.0,0.57
genecys.csv,0.31,0.69,0.38,0.29,0.36,0.73,0.46,0.97,0.75,0.78,0.97,0.18,0.47,0.56,0.83,0.54,0.62,0.48
gusanos.csv,0.33,0.3,0.38,0.24,0.03,0.71,0.18,1.0,0.33,0.72,0.85,0.61,0.71,0.69,0.5,0.54,0.0,0.86
hatari.csv,0.75,0.28,0.69,0.88,0.9,0.74,0.85,0.83,0.75,0.7,0.4,0.95,0.44,0.83,0.83,0.43,0.88,0.84
n2cms.csv,0.73,0.4,0.79,0.47,0.82,0.6,0.61,0.87,0.92,0.21,0.58,0.66,0.68,0.94,0.5,0.59,0.75,0.74
nug.csv,0.94,0.62,0.86,0.82,0.97,0.26,0.93,0.9,0.58,0.27,0.85,0.74,0.91,0.94,0.5,0.51,0.75,0.86
nuttx.csv,0.15,0.71,0.24,0.59,0.46,0.35,0.39,0.73,0.75,0.45,0.9,0.34,0.79,0.28,0.33,0.43,0.12,0.51
proftp.csv,0.02,0.0,0.03,0.29,0.74,0.5,0.03,0.8,0.75,0.13,0.3,0.32,0.01,0.36,0.17,0.19,0.88,0.37
pydev.csv,0.77,0.14,0.48,0.53,0.44,0.58,0.21,0.33,0.33,0.21,0.25,0.55,0.11,0.69,0.33,0.41,0.62,0.58
tcl.csv,0.67,0.81,0.59,0.59,0.74,0.66,0.04,0.63,0.5,0.38,0.45,0.37,0.12,0.47,0.5,0.49,0.62,0.0
truevision.csv,0.33,0.02,0.41,0.47,0.0,0.69,0.06,0.6,0.83,0.17,0.39,0.76,0.94,0.39,0.67,0.51,0.12,0.79
uclmda.csv,0.0,0.18,0.0,0.0,0.0,0.02,0.02,0.13,0.0,0.04,0.36,0.03,0.99,0.03,0.0,0.24,0.0,0.02
uwom.csv,0.77,0.33,0.83,0.41,0.0,0.19,0.09,0.6,0.33,0.6,0.12,0.5,0.85,0.61,0.5,0.68,0.12,0.83
wxjs.csv,0.02,0.01,0.0,0.0,0.15,0.0,0.04,0.3,0.0,0.0,0.04,0.03,0.01,0.08,0.17,0.05,1.0,0.0
wxstudio.csv,0.31,0.56,0.38,0.29,0.69,0.18,0.5,0.27,0.58,0.52,0.45,0.5,0.98,0.36,0.33,0.73,0.88,0.37
