,sauerbraten.csv,brlcad.csv,gzigzag.csv,zoolib.csv,openfrag.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,qdvdauthor.csv,illumination.csv,moast.csv,nativeclient.csv,ftm.csv,jcache.csv
brlcad.csv,0.76,0.52,0.29,0.29,0.26,0.37,0.43,0.24,0.26,0.91,0.09,0.65,0.0
ftm.csv,0.55,0.26,0.44,0.23,0.64,0.43,0.56,0.46,0.06,0.27,0.55,0.66,0.65
google-web-toolkit.csv,0.79,0.18,0.37,0.09,0.58,0.71,0.5,0.7,0.08,0.95,0.34,0.65,0.62
gzigzag.csv,0.79,0.11,0.41,0.13,0.26,0.52,0.38,0.34,0.33,0.29,0.3,0.64,0.69
illumination.csv,0.05,0.0,0.4,0.0,0.68,0.0,0.0,0.05,0.67,0.01,0.03,0.0,0.62
jcache.csv,0.73,0.45,0.35,0.18,0.69,0.67,0.57,0.69,0.37,0.95,0.74,0.28,0.85
moast.csv,0.21,0.4,0.36,0.04,0.54,0.46,0.4,0.24,0.26,0.98,0.74,0.15,0.38
nativeclient.csv,0.58,0.44,0.38,0.22,0.62,0.56,0.57,0.64,0.31,0.95,0.72,0.6,0.72
ns-3-dev-def-routing.csv,0.8,0.41,0.33,0.26,0.58,0.52,0.57,0.58,0.0,0.88,0.62,0.64,0.33
openfrag.csv,0.77,0.39,0.34,0.22,0.75,0.69,0.57,0.66,0.34,0.86,0.54,0.63,0.59
qdvdauthor.csv,0.25,0.17,0.37,0.0,0.59,0.51,0.51,0.78,0.27,0.7,0.6,0.64,0.55
sauerbraten.csv,0.79,0.39,0.42,0.14,0.71,0.71,0.56,0.8,0.33,0.95,0.74,0.63,0.6
zoolib.csv,0.79,0.23,0.37,0.33,0.47,0.51,0.51,0.49,0.13,0.94,0.18,0.6,0.54
