,sauerbraten.csv,brlcad.csv,gzigzag.csv,zoolib.csv,openfrag.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,qdvdauthor.csv,illumination.csv,moast.csv,nativeclient.csv,ftm.csv,jcache.csv
brlcad.csv,5.0,5.0,4.0,10.0,1.0,3.0,5.0,3.0,9.0,0.0,0.0,1.0,74.0
ftm.csv,1.0,5.0,1.0,13.0,1.0,1.0,5.0,2.0,7.0,1.0,1.0,1.0,1.0
google-web-toolkit.csv,2.0,1.0,13.0,3.0,0.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,3.0
gzigzag.csv,2.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
illumination.csv,0.0,1509.0,1.0,360.0,2.0,353.0,208.0,0.0,2.0,1.0,1.0,131.0,3.0
jcache.csv,6.0,4.0,24.0,14.0,3.0,3.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0
moast.csv,1.0,4.0,6.0,29.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,25.0
nativeclient.csv,3.0,4.0,20.0,12.0,2.0,2.0,0.0,4.0,11.0,1.0,0.0,4.0,1.0
ns-3-dev-def-routing.csv,2.0,4.0,16.0,12.0,1.0,2.0,0.0,1.0,81.0,0.0,1.0,0.0,25.0
openfrag.csv,5.0,0.0,23.0,6.0,0.0,4.0,0.0,5.0,4.0,1.0,0.0,1.0,3.0
qdvdauthor.csv,1.0,107.0,1.0,360.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,3.0
sauerbraten.csv,0.0,1.0,1.0,24.0,3.0,2.0,2.0,0.0,4.0,2.0,0.0,1.0,3.0
zoolib.csv,2.0,0.0,21.0,7.0,0.0,4.0,0.0,6.0,18.0,2.0,0.0,3.0,2.0
