,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.44,0.44,0.55,0.57,0.48,0.61,0.43,0.48,0.37,0.52,0.5,0.43,0.57,0.46,0.6,0.66
arcallians.csv,0.47,0.45,0.5,0.58,0.66,0.59,0.43,0.48,0.4,0.89,0.75,0.83,0.48,0.5,0.43,0.59
arianne.csv,0.48,0.42,0.42,0.52,0.5,0.48,0.55,0.48,0.37,0.46,0.38,0.39,0.61,0.49,0.44,0.44
aztec.csv,0.88,0.51,0.89,0.64,0.97,0.5,0.8,0.41,0.62,0.49,0.49,0.94,0.0,0.86,0.64,0.59
biopax.csv,0.39,0.4,0.41,0.53,0.48,0.51,0.44,0.48,0.36,0.47,0.42,0.39,0.38,0.48,0.55,0.42
bl-toolkit.csv,0.4,0.47,0.49,0.52,0.74,0.48,0.44,0.39,0.38,0.46,0.38,0.97,0.41,0.48,0.54,0.39
gnupdate.csv,0.5,0.46,0.72,0.61,0.65,0.47,0.43,0.42,0.36,0.64,0.49,0.88,0.69,0.49,0.55,0.51
les-indemodables.csv,0.42,0.45,0.47,0.52,0.45,0.43,0.4,0.5,0.67,0.37,0.47,0.35,0.39,0.56,0.53,0.53
ng4j.csv,0.56,0.48,0.53,0.58,0.6,0.42,0.95,0.48,0.37,0.51,0.51,0.38,0.52,0.46,0.59,0.53
openxava.csv,0.56,0.51,0.8,0.5,0.56,0.88,0.41,0.43,0.5,0.42,0.46,0.53,0.47,0.56,0.92,0.48
phonon-vlc-mplayer.csv,0.68,0.52,0.54,0.57,0.86,0.54,0.93,0.39,0.39,0.57,0.48,0.58,0.93,0.51,0.63,0.56
qgis.csv,0.79,0.51,0.9,0.0,0.78,0.64,0.88,0.52,0.57,0.0,0.0,0.42,0.57,0.54,0.66,0.81
rsyslog.csv,0.45,0.42,0.71,0.44,0.5,0.51,0.48,0.5,0.39,0.87,0.53,0.4,0.4,0.86,0.89,0.59
vars-redux.csv,0.51,0.45,0.48,0.4,0.49,0.35,0.97,0.35,0.43,0.43,0.6,0.4,0.44,0.45,0.68,0.59
xapian.csv,0.44,0.45,0.43,0.53,0.61,0.52,0.45,0.49,0.37,0.58,0.46,0.39,0.71,0.62,0.46,0.46
xqilla.csv,0.59,0.96,0.8,0.0,0.64,0.69,0.43,0.0,0.74,0.74,0.63,0.9,0.58,0.0,0.94,0.67
