,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.62,0.44,0.42,0.1,0.11,0.2,0.38,0.69,0.04,0.33,0.16,0.29,0.54,0.86,0.73,0.83,0.08,0.59
archive-crawler.csv,0.46,0.0,0.0,0.17,1.0,0.21,0.34,0.68,0.06,0.31,0.16,0.67,0.43,0.41,0.59,0.77,0.12,0.59
customwars.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.61,0.0,0.3,0.67,0.0,0.44,0.43,0.58,0.0,0.0,1.0
gbif-providertoolkit.csv,0.67,0.0,0.33,1.0,0.0,0.7,0.5,1.0,0.31,0.5,0.16,0.25,0.71,1.0,0.94,1.0,0.0,0.62
gss.csv,1.0,0.0,0.0,0.15,0.0,0.17,0.36,0.79,0.06,0.35,0.16,0.75,0.43,0.41,0.58,0.0,0.0,0.9
heekscad.csv,0.8,1.0,0.0,0.14,0.0,0.18,0.34,0.76,0.06,0.34,0.15,0.39,0.44,0.41,0.6,1.0,0.02,0.72
ikvm.csv,0.59,0.45,0.82,0.08,0.07,0.17,0.3,0.66,0.09,0.34,0.14,0.24,0.32,0.45,0.49,0.79,0.1,0.6
jaxen.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.52,0.59,0.9,0.0,0.0,0.0
jcae.csv,1.0,0.0,0.0,0.67,0.0,0.28,0.35,0.85,0.06,0.44,0.16,0.0,0.45,0.41,0.63,0.0,0.0,0.71
levent.csv,0.67,0.44,0.5,0.15,0.11,0.29,0.41,0.85,0.16,0.39,0.19,0.31,0.43,0.57,0.76,0.83,0.06,0.61
nicepress.csv,1.0,0.0,0.0,0.5,0.0,0.28,0.35,0.69,0.12,0.76,0.26,1.0,0.44,0.3,0.69,0.0,0.0,0.75
pnotepad.csv,0.62,0.51,0.44,0.1,0.35,0.17,0.33,0.68,0.06,0.34,0.15,0.3,0.43,0.41,0.58,0.96,0.1,0.6
qcad2.csv,0.67,0.0,0.0,0.12,0.0,0.0,0.73,0.8,0.11,0.46,0.2,0.0,0.44,0.37,0.76,0.0,0.0,0.83
qedo.csv,0.19,0.17,0.0,0.06,0.03,0.08,0.13,0.48,0.0,0.12,0.29,0.15,0.25,0.0,0.3,0.5,0.67,0.6
quarkplusplus.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.86,0.78,0.94,0.0,0.0,0.0
sigil.csv,0.88,0.0,0.0,0.44,0.0,0.45,0.49,0.79,0.12,0.47,0.17,0.0,0.48,0.52,0.88,0.0,0.0,0.67
xcsoar.csv,0.67,0.74,0.55,0.1,0.33,0.17,0.33,0.68,0.06,0.34,0.15,0.32,0.43,0.41,0.58,0.91,0.1,0.6
xuggle.csv,0.65,0.76,0.5,0.1,0.47,0.17,0.33,0.68,0.06,0.34,0.15,0.37,0.43,0.41,0.58,0.94,0.05,0.6
