,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,1.0,1.0,1.0,1.0,1.0,0.86,0.75,0.86,0.6,0.61,0.88,1.0,0.92,0.86,0.92,1.0,1.0,0.9
archive-crawler.csv,0.34,0.0,0.0,0.22,0.02,0.86,0.98,1.0,1.0,0.81,0.88,0.61,1.0,1.0,1.0,0.21,0.05,0.97
customwars.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.29,0.0,0.19,0.35,0.0,1.0,0.86,0.88,0.0,0.0,0.07
gbif-providertoolkit.csv,0.39,0.0,0.05,0.11,0.0,0.5,0.25,0.02,0.8,0.61,0.35,0.04,0.21,0.19,0.29,0.08,0.0,0.33
gss.csv,0.06,0.0,0.0,0.89,0.0,0.86,1.0,0.53,1.0,0.97,1.0,0.13,1.0,1.0,1.0,0.0,0.0,0.87
heekscad.csv,0.83,0.05,0.0,1.0,0.0,0.86,0.98,0.84,1.0,0.97,1.0,0.61,1.0,1.0,1.0,0.12,0.09,0.87
ikvm.csv,0.84,0.98,0.82,0.56,0.54,0.86,0.71,0.59,0.6,0.75,0.71,0.61,0.42,0.71,0.48,0.71,0.73,0.83
jaxen.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.46,0.48,0.35,0.0,0.0,0.0
jcae.csv,0.06,0.0,0.0,0.44,0.0,0.79,0.92,0.45,1.0,0.94,0.88,0.0,0.96,0.95,0.98,0.0,0.0,0.57
levent.csv,0.95,1.0,0.82,0.67,1.0,0.57,0.81,0.92,0.6,0.67,0.82,0.96,0.54,0.57,0.71,0.92,0.5,0.9
nicepress.csv,0.01,0.0,0.0,0.11,0.0,0.57,0.71,0.98,0.6,0.81,0.59,0.09,0.75,0.57,0.85,0.0,0.0,0.1
pnotepad.csv,1.0,0.88,0.82,1.0,0.61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0
qcad2.csv,0.03,0.0,0.0,0.11,0.0,0.0,0.69,0.65,0.6,0.17,0.29,0.0,0.58,0.52,0.67,0.0,0.0,0.17
qedo.csv,0.04,0.02,0.0,0.11,0.04,0.07,0.19,0.24,0.0,0.08,0.12,0.09,0.12,0.0,0.17,0.04,0.36,0.1
quarkplusplus.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.75,0.33,0.29,0.0,0.0,0.0
sigil.csv,0.36,0.0,0.0,0.44,0.0,0.64,0.73,0.45,0.6,0.86,0.65,0.0,0.67,0.67,0.88,0.0,0.0,0.07
xcsoar.csv,0.96,0.71,0.55,1.0,0.37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65,0.82,1.0
xuggle.csv,1.0,0.23,0.32,1.0,0.2,0.93,1.0,1.0,1.0,1.0,1.0,0.91,1.0,1.0,1.0,0.67,0.32,1.0
