,reactos-mirror.csv,critterding.csv,fceugc.csv,ogre.csv,autat.csv,mimosa.csv,alpine.csv,qse.csv,openfrag.csv,uclmda.csv,qdvdauthor.csv,jstock.csv,synergyspace.csv,keyczar.csv,elateportal.csv,sandiaportals.csv,nativeclient.csv,factor.csv,miranda.csv
alpine.csv,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.04,0.33,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.09,0.05
autat.csv,0.48,0.17,0.09,0.5,0.0,0.76,0.11,0.43,0.04,0.5,0.42,0.07,0.2,0.0,0.0,0.5,0.02,0.13,0.31
critterding.csv,0.12,0.0,0.51,0.5,0.53,0.57,0.72,0.02,0.58,0.83,0.58,0.33,0.44,0.47,0.5,0.11,0.6,0.26,0.39
elateportal.csv,0.04,0.17,0.16,0.0,0.18,0.29,0.06,0.4,0.04,0.33,0.21,0.33,0.33,0.13,0.0,0.33,0.0,0.22,0.76
factor.csv,0.2,0.22,0.07,0.5,0.06,0.1,0.09,0.09,0.04,0.33,0.21,0.02,0.17,0.0,0.33,0.0,0.06,0.13,0.4
fceugc.csv,0.3,0.29,0.0,0.0,0.16,0.24,0.52,0.17,0.13,0.83,0.21,0.14,0.27,0.0,0.17,0.06,0.23,0.17,0.37
jstock.csv,0.32,0.02,0.09,0.5,0.18,0.14,0.11,0.11,0.17,0.5,0.26,0.0,0.14,0.07,0.0,0.0,0.09,0.04,0.15
keyczar.csv,0.4,0.39,0.33,0.0,0.21,0.0,0.2,0.3,0.55,0.0,0.47,0.26,0.12,0.0,0.33,0.67,0.31,0.17,0.37
mimosa.csv,0.74,0.78,0.88,1.0,0.62,0.0,0.72,0.85,0.79,0.5,0.84,0.47,0.54,0.8,1.0,0.67,0.82,0.43,0.75
miranda.csv,0.37,0.07,0.49,0.0,0.21,0.07,0.57,0.17,0.3,0.0,0.42,0.05,0.15,0.67,0.0,0.33,0.25,0.22,0.03
nativeclient.csv,0.52,0.34,0.47,0.5,0.6,0.17,0.5,0.4,0.62,0.5,0.42,0.6,0.29,0.47,0.17,0.17,0.01,0.3,0.52
ogre.csv,1.0,1.0,1.0,0.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97
openfrag.csv,0.82,0.59,0.51,1.0,0.46,0.93,0.45,0.79,0.02,0.5,0.58,0.42,0.49,0.13,0.67,0.44,0.96,0.57,0.7
qdvdauthor.csv,0.58,0.66,0.53,1.0,0.53,0.17,0.57,0.38,0.58,0.5,0.0,0.26,0.32,0.8,0.33,0.89,0.83,0.17,0.63
qse.csv,0.23,0.17,0.09,0.5,0.12,0.14,0.24,0.0,0.23,0.5,0.42,0.21,0.18,0.07,0.17,0.11,0.12,0.26,0.33
reactos-mirror.csv,0.03,0.66,0.44,0.75,0.46,0.55,0.48,0.28,0.34,0.67,0.58,0.21,0.55,0.47,0.83,0.83,0.93,0.65,0.63
sandiaportals.csv,0.44,0.59,0.58,1.0,0.32,0.88,0.51,0.64,0.26,0.67,0.58,0.53,0.27,0.07,0.5,0.0,0.44,0.39,0.71
synergyspace.csv,0.32,0.39,0.02,0.0,0.13,0.07,0.06,0.43,0.09,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.23,0.09,0.01
uclmda.csv,0.16,0.49,0.07,0.0,0.18,0.29,0.07,0.02,0.02,0.0,0.0,0.05,0.38,0.07,0.17,0.11,0.01,0.13,0.46
