,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.37,0.14,0.29,0.26,0.33,0.38,0.16,0.0,0.5,0.33,0.22,0.12,0.29,0.28,0.14,0.13,0.38,0.58
bacula.csv,0.0,0.54,0.43,0.43,0.67,0.5,0.4,0.41,0.45,0.38,0.44,0.62,0.71,0.54,0.9,0.62,0.61,0.82
blue-c.csv,0.41,0.34,0.14,0.04,0.34,0.33,0.0,0.4,0.22,0.22,0.33,0.33,0.25,0.32,0.26,0.11,0.49,0.47
enlightenment.csv,0.53,0.35,0.46,0.51,0.55,0.02,0.12,0.29,0.32,0.4,0.33,0.38,0.59,0.58,0.54,0.38,0.7,0.67
fltk.csv,0.14,0.06,0.11,0.19,0.33,0.17,0.16,0.29,0.33,0.18,0.33,0.12,0.57,0.26,0.57,0.13,0.66,0.58
freewrl.csv,0.49,0.51,0.31,0.15,0.39,0.3,0.16,0.39,0.26,0.31,0.22,0.0,0.33,0.53,0.19,0.35,0.49,0.67
genecys.csv,0.8,0.96,0.63,0.94,0.75,0.7,0.52,0.62,0.81,0.97,0.0,0.38,0.96,0.9,0.99,0.71,0.99,0.93
genoviz.csv,0.04,0.04,0.11,0.02,0.04,0.05,0.0,0.04,0.02,0.06,0.11,0.0,0.02,0.12,0.0,0.02,0.06,0.0
gzigzag.csv,0.04,0.21,0.09,0.04,0.01,0.15,0.0,0.19,0.07,0.07,0.22,0.0,0.25,0.05,0.32,0.33,0.05,0.2
jparsec.csv,0.55,0.74,0.86,0.28,0.56,0.93,0.32,0.84,0.4,0.58,0.67,0.08,0.75,0.71,0.0,0.44,0.54,0.87
lportal.csv,0.51,0.66,0.66,0.0,0.54,0.72,0.72,0.15,0.6,0.77,0.0,0.5,0.29,0.43,0.01,0.56,0.0,0.47
ogrehg.csv,0.31,0.27,0.77,0.04,0.52,0.21,0.84,0.16,0.45,0.02,0.56,0.46,0.25,0.45,0.19,0.27,0.47,0.49
patterntesting.csv,0.35,0.31,0.26,0.04,0.47,0.32,0.2,0.42,0.27,0.29,0.44,0.54,0.37,0.26,0.51,0.25,0.5,0.44
pfaedit.csv,0.39,0.15,0.0,0.06,0.32,0.17,0.04,0.31,0.18,0.23,0.44,0.12,0.22,0.39,0.23,0.07,0.24,0.56
pgui.csv,0.27,0.18,0.4,0.02,0.25,0.24,0.0,0.29,0.22,0.24,0.33,0.42,0.25,0.0,0.07,0.55,0.25,0.56
roller.csv,0.31,0.36,0.46,0.13,0.24,0.74,0.2,0.25,0.38,0.55,0.22,0.0,0.0,0.25,0.16,0.24,0.4,0.71
sylpheed-claws.csv,0.43,0.3,0.17,0.21,0.43,0.27,0.12,0.44,0.01,0.31,0.22,0.21,0.49,0.5,0.71,0.51,0.43,0.36
xbg.csv,0.04,0.04,0.06,0.19,0.02,0.02,0.0,0.25,0.06,0.25,0.11,0.08,0.02,0.05,0.03,0.0,0.04,0.11
