,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.51,0.5,0.42,0.62,0.4,0.6,0.52,0.96,0.61,0.44,0.58,0.46,0.65,0.43,0.53,0.33,0.15,0.23
bacula.csv,0.98,0.62,0.69,0.46,0.35,0.61,0.55,0.41,0.58,0.54,0.89,0.62,0.7,0.45,0.54,0.32,0.11,0.21
blue-c.csv,0.65,0.6,0.36,0.32,0.37,0.61,0.98,0.47,0.48,0.52,0.83,0.54,0.64,0.54,0.32,0.25,0.12,0.21
enlightenment.csv,0.63,0.64,0.61,0.48,0.43,0.97,0.73,0.54,0.6,0.49,0.86,0.47,0.7,0.46,0.5,0.13,0.1,0.25
fltk.csv,0.61,0.92,0.51,0.47,0.4,0.52,0.42,0.36,0.55,0.57,0.74,0.24,0.68,0.5,0.53,0.42,0.09,0.23
freewrl.csv,0.67,0.68,0.4,0.43,0.35,0.49,0.69,0.52,0.47,0.49,0.76,0.96,0.64,0.4,0.53,0.26,0.1,0.16
genecys.csv,0.81,0.72,0.65,0.52,0.39,0.71,0.79,0.47,0.67,0.51,0.99,0.59,0.75,0.46,0.56,0.26,0.08,0.19
genoviz.csv,0.3,0.25,0.57,0.12,0.17,0.19,0.0,0.22,0.26,0.27,0.5,0.07,0.25,0.23,0.04,0.0,0.12,1.0
gzigzag.csv,0.2,0.52,0.13,0.27,0.95,0.4,0.12,0.35,0.11,0.33,0.56,0.14,0.32,0.29,0.4,0.14,0.05,0.13
jparsec.csv,0.77,0.63,0.72,0.57,0.43,0.72,0.71,0.48,0.6,0.55,0.74,0.07,0.68,0.4,0.94,0.36,0.12,0.2
lportal.csv,0.35,0.49,0.56,0.12,0.26,0.54,0.43,0.0,0.32,0.44,0.03,0.41,0.2,0.17,0.04,0.05,0.91,0.14
ogrehg.csv,0.56,0.57,0.71,0.27,0.41,0.52,0.52,0.39,0.48,0.93,0.74,0.54,0.72,0.38,0.32,0.08,0.1,0.26
patterntesting.csv,0.59,0.61,0.48,0.95,0.38,0.64,0.68,0.51,0.49,0.5,0.79,0.52,0.73,0.56,0.48,0.31,0.13,0.28
pfaedit.csv,0.64,0.38,1.0,0.68,0.43,0.48,0.52,0.54,0.48,0.5,0.67,0.38,0.66,0.46,0.31,0.4,0.15,0.29
pgui.csv,0.57,0.45,0.55,0.28,0.3,0.52,0.33,0.38,0.37,0.44,0.43,0.58,0.51,0.98,0.36,0.15,0.12,0.18
roller.csv,0.47,0.58,0.37,0.62,0.43,0.7,0.63,0.46,0.5,0.51,0.51,0.07,1.0,0.41,0.42,0.32,0.13,0.2
sylpheed-claws.csv,0.67,0.54,0.7,0.43,0.47,0.59,0.57,0.45,0.98,0.51,0.76,0.36,0.67,0.45,0.53,0.2,0.12,0.32
xbg.csv,0.06,0.03,0.13,0.1,0.0,0.07,0.0,0.16,0.1,0.18,0.42,0.19,0.08,0.07,0.12,0.86,0.06,0.18
