,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.4,0.37,0.31,0.63,0.52,0.55,0.4,0.92,0.67,0.43,0.42,0.33,0.57,0.47,0.44,0.38,0.78,0.8
bacula.csv,0.97,0.64,0.67,0.5,0.66,0.6,0.5,0.49,0.61,0.59,0.85,0.7,0.8,0.7,0.89,1.0,0.87,1.0
blue-c.csv,0.58,0.54,0.24,0.2,0.48,0.54,0.97,0.57,0.39,0.47,0.74,0.48,0.55,0.68,0.27,0.25,0.77,0.6
enlightenment.csv,0.59,0.59,0.57,0.57,0.76,0.95,0.63,0.59,0.58,0.53,0.79,0.41,0.75,0.74,0.6,0.25,0.89,1.0
fltk.csv,0.47,0.89,0.37,0.4,0.52,0.39,0.3,0.35,0.52,0.51,0.61,0.15,0.72,0.55,0.67,0.5,0.81,0.8
freewrl.csv,0.63,0.72,0.3,0.33,0.48,0.39,0.6,0.65,0.39,0.49,0.63,0.93,0.57,0.6,0.47,0.5,0.69,0.6
genecys.csv,0.94,0.97,0.69,0.87,0.83,0.83,0.93,0.73,0.95,0.87,0.98,0.56,0.99,1.0,0.98,0.88,0.99,1.0
genoviz.csv,0.18,0.15,0.43,0.07,0.1,0.11,0.0,0.14,0.15,0.17,0.34,0.04,0.15,0.17,0.02,0.0,0.15,1.0
gzigzag.csv,0.11,0.41,0.07,0.17,0.93,0.28,0.07,0.3,0.06,0.21,0.4,0.07,0.23,0.19,0.38,0.25,0.05,0.2
jparsec.csv,0.8,0.71,0.87,0.57,0.76,0.93,0.7,0.89,0.62,0.72,0.65,0.04,0.77,0.7,0.89,0.88,0.87,1.0
lportal.csv,0.26,0.48,0.56,0.07,0.41,0.55,0.43,0.0,0.31,0.61,0.02,0.37,0.13,0.19,0.02,0.12,0.86,0.4
ogrehg.csv,0.44,0.48,0.83,0.17,0.69,0.4,0.6,0.32,0.47,0.9,0.63,0.52,0.65,0.51,0.24,0.12,0.62,0.8
patterntesting.csv,0.49,0.55,0.37,0.97,0.59,0.57,0.6,0.65,0.42,0.49,0.69,0.52,0.72,0.66,0.56,0.5,0.85,0.8
pfaedit.csv,0.57,0.26,1.0,0.57,0.55,0.36,0.37,0.62,0.38,0.45,0.53,0.26,0.56,0.6,0.24,0.38,0.52,1.0
pgui.csv,0.45,0.33,0.48,0.17,0.31,0.41,0.2,0.38,0.29,0.39,0.29,0.56,0.4,0.96,0.24,0.38,0.43,0.6
roller.csv,0.35,0.53,0.3,0.53,0.48,0.82,0.53,0.46,0.47,0.64,0.35,0.04,1.0,0.43,0.33,0.5,0.72,0.8
sylpheed-claws.csv,0.62,0.45,0.59,0.37,0.72,0.5,0.43,0.57,0.96,0.51,0.63,0.26,0.67,0.66,0.76,0.5,0.71,0.8
xbg.csv,0.03,0.01,0.07,0.07,0.0,0.04,0.0,0.14,0.05,0.14,0.27,0.11,0.04,0.04,0.07,0.75,0.07,0.2
