,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.43,0.42,0.35,0.65,0.54,0.56,0.45,0.93,0.63,0.46,0.46,0.38,0.59,0.51,0.49,0.43,0.74,0.68
bacula.csv,0.98,0.59,0.65,0.51,0.55,0.58,0.52,0.51,0.6,0.6,0.77,0.6,0.59,0.63,0.34,0.75,0.7,0.52
blue-c.csv,0.58,0.56,0.28,0.24,0.51,0.56,0.98,0.58,0.43,0.51,0.72,0.51,0.58,0.68,0.31,0.29,0.7,0.58
enlightenment.csv,0.56,0.6,0.56,0.55,0.67,0.96,0.67,0.61,0.6,0.54,0.76,0.44,0.64,0.64,0.57,0.28,0.64,0.71
fltk.csv,0.52,0.9,0.42,0.45,0.54,0.44,0.34,0.39,0.54,0.55,0.62,0.18,0.63,0.58,0.6,0.55,0.63,0.68
freewrl.csv,0.6,0.66,0.34,0.38,0.5,0.43,0.64,0.64,0.43,0.52,0.66,0.94,0.59,0.57,0.51,0.52,0.64,0.52
genecys.csv,0.54,0.17,0.59,0.24,0.57,0.61,0.78,0.62,0.53,0.13,0.98,0.57,0.17,0.36,0.05,0.63,0.05,0.27
genoviz.csv,0.21,0.18,0.48,0.09,0.12,0.13,0.0,0.17,0.18,0.2,0.39,0.05,0.18,0.2,0.02,0.0,0.18,1.0
gzigzag.csv,0.13,0.45,0.09,0.2,0.94,0.32,0.09,0.34,0.07,0.25,0.44,0.09,0.27,0.23,0.42,0.29,0.06,0.24
jparsec.csv,0.69,0.53,0.43,0.59,0.66,0.27,0.7,0.47,0.62,0.63,0.54,0.05,0.54,0.55,0.91,0.79,0.74,0.43
lportal.csv,0.29,0.44,0.5,0.09,0.42,0.46,0.39,0.0,0.32,0.46,0.02,0.39,0.16,0.22,0.02,0.14,0.88,0.42
ogrehg.csv,0.47,0.52,0.55,0.2,0.63,0.44,0.39,0.37,0.48,0.91,0.58,0.52,0.67,0.52,0.28,0.14,0.6,0.72
patterntesting.csv,0.52,0.57,0.41,0.97,0.58,0.59,0.63,0.63,0.46,0.52,0.66,0.51,0.7,0.67,0.54,0.54,0.75,0.74
pfaedit.csv,0.58,0.3,1.0,0.62,0.57,0.41,0.42,0.63,0.43,0.49,0.54,0.3,0.59,0.6,0.28,0.43,0.56,0.8
pgui.csv,0.49,0.37,0.5,0.2,0.35,0.45,0.24,0.42,0.33,0.43,0.33,0.56,0.44,0.97,0.28,0.39,0.47,0.56
roller.csv,0.39,0.55,0.33,0.57,0.52,0.57,0.57,0.5,0.49,0.59,0.39,0.05,1.0,0.47,0.38,0.54,0.69,0.59
sylpheed-claws.csv,0.61,0.48,0.63,0.41,0.68,0.53,0.48,0.57,0.97,0.54,0.66,0.3,0.63,0.62,0.57,0.5,0.68,0.76
xbg.csv,0.04,0.01,0.09,0.09,0.0,0.05,0.0,0.17,0.06,0.17,0.31,0.13,0.05,0.05,0.09,0.79,0.09,0.24
