,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.0,12.0,1.0,0.0,2.0,1.0,0.0,15.0,8.0,2.0,2.0,5.0,10.0,8.0
emeraldemu.csv,98.0,1.0,11.0,0.0,0.0,5.0,2.0,13.0,10.0,0.0,0.0,0.0,8.0,1.0
frogatto.csv,3.0,12.0,1.0,0.0,2.0,2.0,0.0,4.0,13.0,0.0,2.0,0.0,2.0,9.0
grafx2.csv,10.0,2.0,21.0,1.0,6.0,4.0,3.0,6.0,9.0,0.0,1.0,2.0,3.0,6.0
jahshakafx.csv,0.0,2.0,5.0,1.0,4.0,2.0,0.0,4.0,4.0,1.0,0.0,5.0,9.0,17.0
nassp.csv,3.0,10.0,5.0,0.0,16.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0
netatalk.csv,0.0,19.0,2.0,0.0,8.0,2.0,2.0,7.0,3.0,2.0,0.0,0.0,0.0,3.0
open-beos.csv,14.0,1.0,10.0,0.0,7.0,0.0,0.0,11.0,3.0,2.0,5.0,0.0,0.0,11.0
psycle.csv,56.0,2.0,61.0,0.0,3.0,1.0,2.0,6.0,10.0,4.0,5.0,1.0,3.0,7.0
quantlib.csv,1.0,6.0,2.0,0.0,16.0,2.0,3.0,1.0,10.0,0.0,2.0,0.0,51.0,0.0
reaper-ecad.csv,8.0,3.0,0.0,5.0,6.0,4.0,0.0,10.0,3.0,3.0,7.0,2.0,1.0,3.0
sbml.csv,6.0,257.0,7.0,2.0,6.0,2.0,2.0,0.0,10.0,2.0,0.0,2.0,1.0,0.0
unimrcp.csv,2.0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0
unladen-swallow.csv,11.0,0.0,51.0,3.0,6.0,5.0,1.0,13.0,57.0,2.0,7.0,2.0,1.0,3.0
