,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.58,0.45,0.45,0.67,0.78,0.4,0.96,1.0,0.7,0.55,0.42,0.79,0.33,0.62,0.15,0.31
arcallians.csv,0.66,0.5,0.64,0.29,0.35,0.3,1.0,0.98,0.57,0.12,0.26,0.25,0.55,0.82,0.85,0.51
arianne.csv,0.26,0.92,1.0,1.0,0.87,1.0,0.61,0.95,0.73,1.0,1.0,1.0,0.34,0.95,0.7,0.83
aztec.csv,0.2,0.49,0.09,0.38,0.05,0.45,0.21,0.39,0.31,0.31,0.36,0.14,0.0,0.02,0.25,0.32
biopax.csv,0.91,0.8,1.0,0.71,0.91,0.68,0.86,1.0,0.99,0.87,0.62,1.0,0.76,0.92,0.05,0.88
bl-toolkit.csv,0.72,0.94,0.09,1.0,0.61,1.0,0.97,0.62,0.78,1.0,1.0,0.29,0.99,1.0,0.6,1.0
gnupdate.csv,0.42,0.68,0.14,0.5,0.27,0.82,0.99,0.45,0.84,0.22,0.43,0.21,0.3,0.78,0.3,0.61
les-indemodables.csv,0.75,0.28,0.86,0.29,0.45,0.42,0.52,0.9,0.46,0.5,0.39,0.41,0.56,0.29,0.3,0.69
ng4j.csv,0.31,0.45,0.32,0.38,0.35,0.4,0.05,0.96,0.7,0.43,0.47,0.94,0.47,0.75,0.0,0.29
openxava.csv,0.35,0.33,0.09,0.08,0.31,0.1,0.58,0.35,0.34,0.44,0.49,0.25,0.5,0.14,0.1,0.36
phonon-vlc-mplayer.csv,0.19,0.47,0.27,0.58,0.16,0.3,0.15,0.46,0.45,0.37,0.39,0.54,0.06,0.85,0.0,0.41
qgis.csv,0.32,0.28,0.41,0.0,0.24,0.22,0.03,0.91,0.37,0.0,0.0,0.69,0.31,0.6,0.1,0.27
rsyslog.csv,0.57,0.33,0.36,0.25,0.69,0.3,0.78,0.95,0.78,0.17,0.26,0.98,0.78,0.2,0.2,0.27
vars-redux.csv,0.43,0.23,0.32,0.17,0.35,0.35,0.12,0.48,0.33,0.36,0.22,0.92,0.42,0.49,0.0,0.37
xapian.csv,0.54,0.75,0.95,0.96,0.55,0.88,0.94,0.96,0.93,0.77,0.64,1.0,0.23,0.78,0.65,0.78
xqilla.csv,0.61,0.16,0.05,0.0,0.34,0.55,0.6,0.0,0.45,0.24,0.23,0.06,0.53,0.0,0.4,0.41
