,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.56,0.13,0.0,0.66,0.53,0.0,0.09,0.62,0.75,0.23,0.0,0.36,0.53,0.56,0.64,0.48,0.0,0.57
alsa.csv,0.69,0.48,0.64,0.48,0.56,0.59,0.58,0.61,0.66,0.72,0.49,0.6,0.42,0.68,0.56,0.52,0.59,0.7
boost.csv,0.59,0.46,0.66,0.62,0.41,0.7,0.61,0.38,0.29,0.67,0.56,0.66,0.48,0.64,0.62,0.54,0.51,0.69
fmri-dmt.csv,0.47,0.35,0.24,0.56,0.34,0.45,0.5,0.12,0.35,0.45,0.44,0.39,0.71,0.53,0.82,0.41,0.0,0.36
genecys.csv,0.33,0.2,0.43,0.31,0.55,0.72,0.45,0.3,0.41,0.49,0.0,0.36,0.0,0.46,0.43,0.38,0.67,0.42
gusanos.csv,0.39,0.28,0.55,0.21,0.06,0.34,0.49,0.62,0.2,0.56,0.8,0.33,0.48,0.61,0.52,0.28,0.0,0.63
hatari.csv,0.53,0.23,0.68,0.59,0.5,0.59,0.58,0.64,0.54,0.63,0.32,0.13,0.32,0.74,0.45,0.44,0.75,0.72
n2cms.csv,0.74,0.24,0.55,0.43,0.34,0.56,0.61,0.69,0.6,0.13,0.57,0.61,0.46,0.47,0.51,0.59,0.77,0.65
nug.csv,0.6,0.3,0.13,0.72,0.0,0.2,0.0,0.2,0.5,0.22,0.0,0.38,0.9,0.47,0.45,0.51,0.72,0.27
nuttx.csv,0.23,0.68,0.27,0.46,0.51,0.42,0.42,0.67,0.58,0.44,0.35,0.43,0.79,0.31,0.36,0.44,0.42,0.5
proftp.csv,0.02,0.02,0.04,0.21,0.73,0.44,0.07,0.8,0.64,0.16,0.18,0.33,0.0,0.48,0.2,0.13,0.84,0.31
pydev.csv,0.66,0.16,0.61,0.39,0.64,0.57,0.29,0.77,0.63,0.32,0.4,0.63,0.0,0.68,0.52,0.58,0.76,0.66
tcl.csv,0.51,0.47,0.48,0.5,0.71,0.34,0.01,0.57,0.48,0.42,0.43,0.34,0.11,0.44,0.49,0.51,0.44,0.0
truevision.csv,0.38,0.01,0.49,0.56,0.0,0.66,0.11,0.64,0.68,0.49,0.56,0.72,0.49,0.55,0.63,0.47,0.14,0.73
uclmda.csv,0.0,0.19,0.0,0.0,0.0,0.02,0.05,0.16,0.0,0.06,0.31,0.04,0.99,0.04,0.0,0.28,0.0,0.02
uwom.csv,0.57,0.33,0.29,0.46,0.0,0.22,0.07,0.62,0.29,0.59,0.12,0.5,0.47,0.6,0.53,0.5,0.14,0.82
wxjs.csv,0.05,0.0,0.0,0.0,0.3,0.0,0.04,0.31,0.0,0.01,0.01,0.04,0.01,0.1,0.2,0.04,0.87,0.0
wxstudio.csv,0.25,0.47,0.38,0.38,0.48,0.18,0.49,0.23,0.58,0.29,0.47,0.4,0.95,0.4,0.37,0.76,0.72,0.27
