,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.41,0.83,0.45,0.42,0.49,0.88,0.63,0.58,0.25,0.38,0.7,0.34,0.98,0.39,0.07,0.42,0.0,0.23
alsa.csv,0.48,0.82,0.62,0.37,0.52,0.89,0.71,0.59,0.22,0.46,0.79,0.63,0.98,0.39,0.09,0.42,0.0,0.37
boost.csv,0.41,0.79,0.56,0.44,0.65,0.94,0.68,0.69,0.09,0.54,0.86,0.51,0.97,0.43,0.12,0.5,0.08,0.29
fmri-dmt.csv,0.39,0.82,0.45,0.45,0.39,0.86,0.6,0.25,0.05,0.37,0.64,0.28,0.98,0.35,0.3,0.33,0.0,0.16
genecys.csv,0.26,0.8,0.29,0.24,0.51,0.94,0.56,0.52,0.1,0.4,0.71,0.38,0.96,0.29,0.08,0.4,0.09,0.28
gusanos.csv,0.51,0.83,0.47,0.36,0.53,0.86,0.66,0.48,0.17,0.36,0.86,0.42,0.97,0.4,0.09,0.51,0.04,0.23
hatari.csv,0.4,0.72,0.62,0.33,0.53,0.87,0.65,0.5,0.08,0.39,0.72,0.34,0.96,0.42,0.08,0.42,0.13,0.27
n2cms.csv,0.67,0.85,0.49,0.22,0.47,0.88,0.71,0.57,0.09,0.62,0.77,0.4,0.95,0.38,0.12,0.52,0.12,0.34
nug.csv,0.43,0.84,0.46,0.58,0.49,0.65,0.63,0.3,0.08,0.22,0.72,0.26,0.99,0.32,0.09,0.5,0.03,0.14
nuttx.csv,0.5,0.88,0.5,0.32,0.55,0.91,0.66,0.56,0.17,0.56,0.77,0.44,0.98,0.24,0.04,0.53,0.14,0.28
proftp.csv,1.0,0.0,0.0,0.16,0.57,0.9,1.0,0.73,0.08,0.39,0.72,0.42,0.0,0.48,0.06,0.67,0.22,0.4
pydev.csv,0.49,0.93,0.62,0.25,0.58,0.9,0.73,0.74,0.12,0.55,0.76,0.43,0.93,0.53,0.12,0.67,0.14,0.53
tcl.csv,0.38,0.82,0.41,0.28,0.66,0.85,1.0,0.44,0.07,0.59,0.62,0.26,0.83,0.29,0.1,0.49,0.06,0.0
truevision.csv,0.49,0.86,0.73,0.27,0.0,0.93,0.78,0.56,0.16,0.51,0.89,0.61,0.97,0.38,0.12,0.44,0.02,0.4
uclmda.csv,0.0,0.87,0.0,0.0,0.0,0.5,0.29,0.31,0.0,0.14,0.64,0.0,1.0,0.08,0.0,0.36,0.0,0.06
uwom.csv,0.42,0.89,0.48,0.6,0.0,0.93,0.9,0.54,0.12,0.49,1.0,0.82,0.95,0.46,0.11,0.4,0.05,0.5
wxjs.csv,0.14,0.0,0.0,0.0,0.85,1.0,0.6,0.62,0.0,0.0,0.67,0.25,1.0,0.29,0.06,0.67,0.32,0.0
wxstudio.csv,0.48,0.82,0.6,0.24,0.47,0.64,0.64,0.41,0.09,0.24,0.66,0.26,0.99,0.35,0.09,0.68,0.11,0.11
