,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.92,0.07,0.11,0.44,0.32,0.48,0.63,0.07,0.56,0.34,0.4,0.22,0.58,0.26,0.14
biodwh.csv,0.54,0.25,0.13,0.7,0.37,0.34,0.26,0.05,0.19,0.84,0.25,0.0,0.92,0.59,0.48
brlcad.csv,0.95,0.77,0.55,0.08,0.16,0.28,0.32,0.07,0.5,0.0,0.15,0.9,0.33,0.0,0.07
delphilhlplib.csv,0.95,0.67,0.89,0.41,0.95,0.59,0.53,0.1,0.62,0.61,0.48,0.99,0.42,0.59,0.39
exordium.csv,0.92,0.39,0.45,0.52,0.74,0.66,0.74,0.23,0.56,0.53,0.7,0.21,0.75,0.71,0.39
fltk.csv,0.87,0.27,0.47,0.67,0.74,0.69,0.53,0.14,0.94,0.89,0.6,0.99,0.58,0.65,0.57
gzigzag.csv,0.82,0.18,0.26,0.24,0.32,0.52,0.26,0.07,0.56,0.82,0.3,0.31,0.33,0.62,0.2
jcache.csv,0.9,0.99,1.0,0.52,1.0,0.76,0.42,0.77,0.81,0.71,0.72,0.97,0.58,0.91,0.86
mimosa.csv,0.92,1.0,1.0,0.48,0.84,0.93,0.53,0.85,1.0,0.82,0.75,0.99,0.5,0.65,0.43
moast.csv,0.18,1.0,0.26,0.46,0.37,0.86,0.26,0.33,0.25,1.0,0.18,0.97,1.0,0.65,0.41
mptvseries.csv,0.74,0.84,0.0,0.28,0.42,0.21,0.68,0.08,0.0,0.5,0.38,0.0,0.17,0.12,0.25
ogre.csv,0.08,0.36,0.64,0.58,0.47,0.86,0.42,0.94,0.5,0.66,0.65,0.91,0.58,0.59,0.66
qdvdauthor.csv,0.38,0.89,0.28,0.77,0.63,0.38,0.84,0.39,0.38,0.61,0.75,0.72,0.17,0.65,0.43
sauerbraten.csv,0.82,0.98,0.58,0.99,0.95,0.9,1.0,1.0,0.81,0.89,1.0,0.98,0.83,0.91,0.66
zxing.csv,0.77,0.14,0.87,0.78,0.32,0.62,0.42,0.16,0.69,0.68,0.62,0.16,0.92,0.85,0.73
