,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.71,0.11,0.06,0.25,0.09,0.24,0.16,0.5,0.25,0.62,0.26,0.52,0.41,0.15,0.0
biodwh.csv,0.33,0.44,0.0,0.44,0.12,0.18,0.16,0.5,0.04,0.62,0.05,0.0,0.24,0.17,0.0
brlcad.csv,0.92,0.43,0.17,0.03,0.05,0.24,0.0,0.5,0.37,0.05,0.26,0.48,0.18,0.02,0.0
delphilhlplib.csv,0.92,0.29,0.33,0.15,0.62,0.51,0.13,0.5,0.49,0.12,0.32,0.55,0.38,0.1,0.06
exordium.csv,0.83,0.24,0.33,0.31,0.29,0.57,0.55,1.0,0.31,0.45,0.63,0.62,0.52,0.15,0.18
fltk.csv,0.62,0.33,0.33,0.26,0.36,0.65,0.32,0.5,0.93,0.9,0.42,0.79,0.42,0.83,0.41
gzigzag.csv,0.58,0.16,0.06,0.11,0.07,0.3,0.13,1.0,0.29,0.48,0.11,0.66,0.21,0.1,0.12
jcache.csv,0.88,0.81,0.89,0.35,0.84,0.76,0.35,1.0,0.57,0.4,0.79,0.55,0.35,0.15,0.71
mimosa.csv,0.96,0.92,0.72,0.25,0.86,0.83,0.61,1.0,0.93,0.21,0.89,0.52,0.48,0.22,0.76
moast.csv,0.17,1.0,0.61,0.49,0.34,0.89,0.45,0.5,0.38,0.95,0.21,0.1,1.0,0.78,0.47
mptvseries.csv,0.46,0.58,0.0,0.06,0.07,0.06,0.26,0.5,0.15,0.26,0.21,0.0,0.06,0.0,0.06
ogre.csv,0.12,0.38,0.72,0.49,0.8,0.85,0.81,0.0,0.69,0.19,0.68,1.0,0.49,0.9,0.88
qdvdauthor.csv,0.17,0.92,0.61,0.84,0.55,0.33,0.55,1.0,0.71,0.4,0.32,0.0,0.39,0.34,0.24
sauerbraten.csv,0.38,0.99,0.72,0.99,0.93,0.77,1.0,1.0,0.99,0.62,1.0,0.59,0.9,0.95,0.82
zxing.csv,0.5,0.17,0.94,0.62,0.18,0.44,0.23,0.5,0.46,0.76,0.32,0.76,0.58,0.32,0.12
