,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.43,0.53,0.42,0.46,0.37,0.44,0.38,0.36,0.68,0.45,0.42,0.87,0.47,0.4,0.39,0.46,0.95,0.44
alsa.csv,0.51,0.63,0.54,0.41,0.44,0.33,0.49,0.48,0.72,0.55,0.5,0.48,0.27,0.41,0.35,0.59,0.62,0.41
boost.csv,0.38,0.63,0.49,0.43,0.72,0.4,0.48,0.5,0.68,0.56,0.42,0.41,0.27,0.4,0.38,0.48,0.5,0.45
fmri-dmt.csv,0.64,0.58,0.5,0.94,0.94,0.97,0.66,0.94,0.79,0.6,0.75,0.91,0.57,0.85,0.88,0.84,0.9,0.57
genecys.csv,0.58,0.71,0.7,0.56,0.43,0.45,0.46,0.41,0.46,0.53,0.42,0.65,0.28,0.41,0.32,0.55,0.48,0.66
gusanos.csv,0.55,0.95,0.43,0.8,0.86,0.43,0.51,0.42,0.8,0.46,0.44,0.94,0.43,0.39,0.45,0.67,0.93,0.39
hatari.csv,0.43,0.78,0.56,0.39,0.33,0.49,0.4,0.43,0.54,0.55,0.59,0.4,0.57,0.4,0.32,0.57,0.42,0.49
n2cms.csv,0.53,0.73,0.36,0.34,0.3,0.3,0.43,0.32,0.37,0.88,0.41,0.31,0.4,0.34,0.42,0.36,0.33,0.4
nug.csv,0.42,0.67,0.43,0.75,0.37,0.89,0.4,0.91,0.94,0.96,0.48,0.66,0.27,0.38,0.42,0.84,0.95,0.47
nuttx.csv,0.91,0.74,0.8,0.36,0.36,0.79,0.56,0.38,0.54,0.59,0.46,0.73,0.31,0.58,0.62,0.59,0.72,0.52
proftp.csv,0.5,0.0,0.0,0.43,0.31,0.34,0.88,0.33,0.43,0.97,0.92,0.35,0.0,0.53,0.67,0.82,0.43,0.74
pydev.csv,0.43,0.75,0.46,0.38,0.34,0.36,0.69,0.52,0.5,0.76,0.5,0.37,0.48,0.45,0.44,0.5,0.4,0.63
tcl.csv,0.52,0.57,0.57,0.44,0.47,0.58,0.75,0.6,0.54,0.95,0.62,0.61,0.95,0.56,0.53,0.72,0.48,0.0
truevision.csv,0.67,0.95,0.62,0.37,0.0,0.45,0.86,0.36,0.6,0.62,0.57,0.48,0.26,0.64,0.48,0.56,0.46,0.47
uclmda.csv,0.0,0.97,0.0,0.0,0.0,0.5,0.9,0.93,0.89,0.97,0.87,0.8,0.27,0.9,0.83,0.96,0.0,0.98
uwom.csv,0.4,0.98,0.47,0.86,0.0,0.9,0.9,0.42,0.91,0.55,0.94,0.88,0.26,0.46,0.54,0.51,0.8,0.6
wxjs.csv,0.75,0.0,0.0,0.0,0.75,0.0,0.86,0.82,0.96,0.86,0.83,0.75,0.0,0.9,0.85,0.75,0.65,0.0
wxstudio.csv,0.7,0.76,0.65,0.38,0.4,0.93,0.56,0.77,0.53,0.69,0.63,0.48,0.26,0.49,0.72,0.47,0.43,0.48
