,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,3.0,0.0,1.0,0.0,19.0,0.0,7.0,31.0,1.0,2.0,0.0,10.0,1.0,0.0,0.0,1.0
arcallians.csv,0.0,0.0,4.0,4.0,6.0,0.0,5.0,35.0,0.0,1.0,0.0,37.0,8.0,0.0,0.0,0.0
arianne.csv,0.0,2.0,0.0,1.0,15.0,0.0,8.0,1.0,2.0,2.0,0.0,29.0,2.0,7.0,0.0,7.0
aztec.csv,0.0,2.0,71.0,0.0,2.0,0.0,0.0,32.0,2.0,7.0,0.0,15.0,113.0,101.0,1.0,2.0
biopax.csv,0.0,0.0,2.0,4.0,13.0,0.0,14.0,33.0,1.0,0.0,0.0,41.0,9.0,0.0,0.0,15.0
bl-toolkit.csv,3.0,0.0,0.0,4.0,3.0,0.0,6.0,2.0,0.0,2.0,0.0,119.0,1.0,0.0,0.0,5.0
gnupdate.csv,9.0,0.0,1.0,3.0,11.0,0.0,8.0,1.0,1.0,0.0,0.0,119.0,0.0,0.0,1.0,2.0
les-indemodables.csv,3.0,1.0,4.0,0.0,0.0,0.0,59.0,19.0,1.0,2.0,0.0,23.0,5.0,0.0,0.0,0.0
ng4j.csv,0.0,0.0,0.0,0.0,5.0,0.0,13.0,6.0,9.0,2.0,0.0,22.0,3.0,2.0,1.0,0.0
openxava.csv,1.0,3.0,1.0,0.0,18.0,8.0,85.0,0.0,3.0,2.0,2.0,18.0,1.0,1.0,0.0,1.0
phonon-vlc-mplayer.csv,0.0,0.0,0.0,4.0,0.0,0.0,34.0,3.0,1.0,1.0,0.0,67.0,1.0,0.0,1.0,0.0
qgis.csv,4.0,0.0,0.0,0.0,3.0,0.0,7.0,26.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,5.0
rsyslog.csv,1.0,0.0,0.0,0.0,1.0,0.0,17.0,6.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,4.0
vars-redux.csv,3.0,13.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0
xapian.csv,9.0,0.0,0.0,4.0,1.0,0.0,13.0,33.0,1.0,2.0,0.0,42.0,0.0,3.0,2.0,0.0
xqilla.csv,203.0,0.0,0.0,49.0,256.0,83.0,1.0,147.0,115.0,105.0,0.0,0.0,113.0,101.0,90.0,78.0
