,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.62,0.55,0.87,0.57,0.51,0.71,0.89,0.5,0.45,0.47,0.46,0.66,0.84,0.48,0.69,0.88
arcallians.csv,0.84,0.57,0.61,0.61,0.74,0.58,0.96,0.63,0.54,0.84,0.72,0.56,0.95,0.57,0.75,0.86
arianne.csv,0.51,0.48,0.49,0.55,0.7,0.48,0.82,0.4,0.42,0.65,0.62,0.68,0.61,0.47,0.46,0.56
aztec.csv,0.51,0.93,0.0,0.67,0.96,0.88,0.96,0.86,0.62,0.65,0.83,0.95,0.8,0.0,0.87,0.92
biopax.csv,0.43,0.41,0.47,0.57,0.53,0.49,0.44,0.48,0.36,0.47,0.41,0.66,0.48,0.48,0.51,0.48
bl-toolkit.csv,0.55,0.51,0.48,0.52,0.73,0.63,0.98,0.37,0.38,0.46,0.38,0.79,0.8,0.48,0.56,0.64
gnupdate.csv,0.77,0.56,0.86,0.78,0.71,0.75,0.98,0.83,0.42,0.9,0.82,0.88,0.75,0.52,0.69,0.75
les-indemodables.csv,0.76,0.52,0.54,0.53,0.54,0.36,0.4,0.55,0.45,0.56,0.47,0.35,0.45,0.59,0.92,0.67
ng4j.csv,0.79,0.5,0.63,0.57,0.71,0.52,0.97,0.37,0.41,0.52,0.53,0.35,0.55,0.46,0.61,0.8
openxava.csv,0.52,0.55,0.57,0.41,0.52,0.93,0.43,0.94,0.69,0.46,0.44,0.46,0.38,0.52,0.73,0.5
phonon-vlc-mplayer.csv,0.52,0.48,0.44,0.55,0.91,0.52,0.51,0.39,0.48,0.51,0.81,0.4,0.49,0.53,0.52,0.47
qgis.csv,0.63,0.54,0.75,0.56,0.57,0.41,0.53,0.36,0.47,0.8,0.56,0.37,0.47,0.56,0.66,0.53
rsyslog.csv,0.76,0.51,0.54,0.65,0.76,0.61,0.92,0.79,0.42,0.86,0.68,0.74,0.86,0.46,0.72,0.88
vars-redux.csv,0.89,0.82,0.78,0.82,0.95,0.77,0.92,0.49,0.51,0.94,0.7,0.53,0.9,0.48,0.78,0.92
xapian.csv,0.59,0.52,0.62,0.59,0.65,0.5,0.71,0.5,0.44,0.51,0.48,0.46,0.87,0.51,0.56,0.55
xqilla.csv,0.0,0.67,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.67,0.0,0.0,0.0,0.0
