,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.42,0.46,0.26,0.42,0.64,0.27,0.08,1.0,0.73,0.6,0.98,0.67,0.46,0.68,0.48,0.25
arcallians.csv,0.27,0.6,0.52,0.65,0.55,0.95,0.17,0.44,0.45,0.45,0.31,0.67,0.31,0.49,0.42,0.4
arianne.csv,0.99,0.65,0.8,0.85,0.64,0.66,0.33,0.69,0.76,0.75,0.44,0.33,0.5,0.73,0.46,0.7
aztec.csv,0.63,0.01,0.0,0.12,0.07,0.23,0.96,0.38,0.51,0.2,0.32,0.33,0.0,0.0,0.3,0.2
biopax.csv,0.81,0.83,0.76,0.81,0.83,0.82,0.83,1.0,0.98,0.95,0.8,1.0,0.69,1.0,0.96,0.8
bl-toolkit.csv,0.49,0.54,1.0,1.0,0.72,0.61,0.42,1.0,0.78,1.0,1.0,0.0,0.42,1.0,0.42,0.7
gnupdate.csv,0.34,0.6,0.08,0.35,0.58,0.52,0.29,0.56,0.73,0.9,0.34,0.0,0.46,0.7,0.39,0.45
les-indemodables.csv,0.22,0.42,0.36,0.54,0.26,0.5,0.33,0.44,0.69,0.55,0.5,1.0,0.5,0.92,0.15,0.35
ng4j.csv,0.26,0.68,0.52,0.69,0.72,0.7,0.04,0.56,0.69,0.8,0.57,1.0,0.65,0.78,0.56,1.0
openxava.csv,0.49,0.39,0.28,0.54,0.14,0.07,0.25,1.0,0.33,0.25,0.6,1.0,0.73,0.49,0.21,0.4
phonon-vlc-mplayer.csv,0.58,0.74,0.86,0.96,0.99,0.75,0.67,0.75,0.53,0.8,0.27,0.33,0.62,0.84,0.63,0.6
qgis.csv,0.33,1.0,0.2,0.31,0.67,0.45,0.33,0.62,0.63,0.45,0.33,1.0,0.58,0.46,0.48,0.45
rsyslog.csv,0.33,0.5,0.44,0.88,0.65,0.52,0.17,0.5,0.69,0.6,0.29,0.33,0.27,0.65,0.32,0.5
vars-redux.csv,0.23,0.2,0.16,0.27,0.13,0.27,0.21,0.62,0.98,0.2,0.34,0.67,0.15,0.57,0.24,0.3
xapian.csv,0.44,0.63,0.58,0.77,0.64,0.7,0.17,0.88,0.67,1.0,0.75,1.0,0.88,0.81,0.66,0.55
xqilla.csv,0.0,0.04,0.02,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0,0.0
