,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.64,0.57,0.75,0.59,0.84,0.73,0.92,0.9,0.5,0.64,0.05,0.42,0.58,0.46,0.52,0.75
arcallians.csv,0.78,0.59,0.58,0.57,0.52,0.05,0.84,0.72,0.69,0.64,0.73,0.62,0.71,0.8,0.65,0.64
arianne.csv,0.01,0.6,0.62,0.41,0.58,0.76,0.69,0.59,0.59,0.61,0.72,0.72,0.65,0.69,0.67,0.55
aztec.csv,0.76,1.0,1.0,0.88,0.93,0.86,0.04,0.84,0.73,0.83,0.72,0.69,1.0,1.0,0.71,0.81
biopax.csv,0.73,0.75,0.55,0.81,0.55,0.7,0.69,1.0,0.85,0.84,0.68,0.5,0.66,0.86,0.07,0.74
bl-toolkit.csv,0.6,0.64,0.0,1.0,0.36,0.52,0.61,0.54,0.54,1.0,1.0,1.1,0.6,0.86,0.61,0.38
gnupdate.csv,0.72,0.65,0.93,0.75,0.53,0.53,0.72,0.45,0.69,0.1,0.71,1.0,0.63,0.62,0.64,0.61
les-indemodables.csv,0.81,0.65,0.74,0.51,0.79,0.66,0.86,0.61,0.42,0.91,0.63,0.64,0.61,0.08,0.85,0.68
ng4j.csv,0.81,0.67,0.51,0.37,0.37,0.65,0.96,0.66,0.66,0.76,0.54,0.61,0.54,0.7,0.48,0.0
openxava.csv,0.62,0.67,0.83,0.48,0.94,0.97,0.97,0.0,0.71,0.86,0.64,0.48,0.59,0.53,0.86,0.74
phonon-vlc-mplayer.csv,0.71,0.78,0.96,0.79,0.01,0.72,0.81,0.59,0.69,0.77,0.76,0.92,0.74,0.68,0.66,0.8
qgis.csv,0.71,0.01,0.85,0.69,0.46,0.62,0.74,0.64,0.49,0.55,0.7,0.49,0.59,0.6,0.56,0.66
rsyslog.csv,0.68,0.58,0.62,0.12,0.4,0.49,0.86,0.51,0.58,0.42,0.75,0.7,0.75,0.56,0.68,0.51
vars-redux.csv,0.78,0.82,0.84,0.75,0.87,0.73,0.79,0.48,0.03,0.81,0.7,0.45,0.85,0.47,0.76,0.71
xapian.csv,0.65,0.7,0.48,0.74,0.43,0.74,0.87,0.99,0.67,0.87,0.8,0.74,0.12,0.69,0.82,0.69
xqilla.csv,1.0,0.96,0.98,1.0,1.0,1.0,0.96,1.0,1.0,1.0,0.98,0.0,1.0,1.0,1.0,1.0
