,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.46,0.5,0.3,0.47,0.48,0.32,0.1,0.36,0.69,0.58,0.98,0.68,0.5,0.68,0.53,0.29
arcallians.csv,0.31,0.59,0.55,0.62,0.58,0.96,0.2,0.46,0.47,0.48,0.35,0.62,0.36,0.46,0.46,0.44
arianne.csv,0.99,0.62,0.67,0.79,0.62,0.54,0.37,0.64,0.67,0.66,0.46,0.37,0.52,0.61,0.48,0.66
aztec.csv,0.53,0.01,0.0,0.15,0.09,0.26,0.97,0.39,0.5,0.23,0.36,0.37,0.0,0.0,0.35,0.24
biopax.csv,0.6,0.59,0.69,0.52,0.72,0.62,0.64,0.0,0.47,0.48,0.64,0.83,0.61,0.45,0.96,0.59
bl-toolkit.csv,0.52,0.54,1.0,0.0,0.73,0.62,0.47,0.81,0.71,0.0,0.0,0.0,0.47,0.45,0.46,0.71
gnupdate.csv,0.38,0.57,0.1,0.38,0.6,0.56,0.33,0.6,0.61,0.91,0.38,0.0,0.49,0.63,0.43,0.49
les-indemodables.csv,0.26,0.46,0.39,0.58,0.3,0.51,0.35,0.48,0.7,0.42,0.52,0.74,0.52,0.93,0.18,0.39
ng4j.csv,0.3,0.6,0.56,0.71,0.73,0.62,0.05,0.55,0.61,0.57,0.59,0.76,0.64,0.62,0.6,1.0
openxava.csv,0.52,0.43,0.31,0.59,0.17,0.09,0.27,1.0,0.37,0.28,0.58,0.84,0.66,0.54,0.24,0.42
phonon-vlc-mplayer.csv,0.54,0.54,0.2,0.56,0.99,0.59,0.51,0.67,0.52,0.57,0.31,0.34,0.54,0.65,0.58,0.51
qgis.csv,0.37,1.0,0.23,0.36,0.67,0.48,0.37,0.59,0.64,0.5,0.37,0.84,0.58,0.5,0.52,0.48
rsyslog.csv,0.38,0.53,0.48,0.9,0.67,0.57,0.2,0.55,0.64,0.64,0.33,0.37,0.31,0.63,0.37,0.55
vars-redux.csv,0.27,0.24,0.19,0.31,0.16,0.32,0.25,0.63,0.98,0.24,0.38,0.67,0.18,0.61,0.28,0.35
xapian.csv,0.47,0.57,0.61,0.58,0.66,0.57,0.2,0.09,0.6,0.43,0.53,0.64,0.9,0.63,0.5,0.53
xqilla.csv,0.0,0.05,0.02,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0,0.0
