,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.33,0.58,0.41,0.53,0.41,0.4,0.36,0.5,0.48,0.41,0.97,0.45,0.48,0.42,0.6,0.41,0.36
delphilhlplib.csv,0.32,0.4,0.69,0.48,0.48,0.57,0.5,0.59,0.79,0.73,0.87,0.67,0.55,0.4,0.45,0.59,0.39
exordium.csv,0.32,0.65,0.68,0.63,0.45,0.5,0.33,0.6,0.79,0.73,0.81,0.6,0.54,0.41,0.52,0.59,0.46
fltk.csv,0.33,0.58,0.54,0.54,0.48,0.53,0.41,0.6,0.48,0.73,0.95,0.6,0.57,0.39,0.56,0.53,0.5
genoviz.csv,0.61,0.48,0.93,0.8,0.58,0.75,0.89,0.82,0.75,0.83,0.83,0.91,0.94,0.61,0.99,0.0,0.86
gzigzag.csv,0.34,0.52,0.57,0.59,0.53,0.86,0.34,0.6,0.86,0.67,0.84,0.67,0.55,0.54,0.51,0.92,0.42
irrlicht.csv,0.33,0.38,0.42,0.41,0.39,0.34,0.32,0.5,0.43,0.38,0.49,0.43,0.39,0.38,0.0,0.36,0.32
moast.csv,0.89,0.71,0.98,0.92,0.4,0.72,0.32,0.95,0.43,0.97,0.98,0.8,0.96,0.43,0.56,0.6,0.36
mptvseries.csv,0.33,0.8,0.48,0.56,0.69,0.5,0.38,0.56,0.47,0.81,0.93,0.68,0.54,0.94,0.56,0.54,0.36
openfrag.csv,0.32,0.41,0.44,0.52,0.44,0.47,0.31,0.48,0.48,0.45,0.68,0.48,0.48,0.4,0.49,0.47,0.35
qse.csv,0.34,0.61,0.45,0.57,0.48,0.53,0.33,0.54,0.5,0.44,0.74,0.59,0.53,0.39,0.54,0.42,0.37
sauerbraten.csv,0.41,0.62,0.43,0.47,0.46,0.35,0.34,0.49,0.43,0.39,0.53,0.44,0.42,0.41,0.54,0.43,0.44
toped.csv,0.33,0.43,0.44,0.43,0.42,0.46,0.37,0.54,0.48,0.64,0.68,0.62,0.49,0.38,0.61,0.46,0.33
truevision.csv,0.36,0.5,0.56,0.48,0.62,0.59,0.39,0.53,0.0,0.47,0.66,0.62,0.49,0.39,0.45,0.5,0.46
uwom.csv,0.33,0.68,0.55,0.53,0.61,0.41,0.88,0.54,0.88,0.95,0.94,0.95,0.45,0.95,0.61,0.82,0.34
zoolib.csv,0.33,0.54,0.68,0.54,0.47,0.75,0.38,0.65,0.88,0.59,0.94,0.85,0.57,0.39,0.57,0.92,0.57
zxing.csv,0.33,0.49,0.4,0.5,0.52,0.58,0.33,0.44,0.64,0.33,0.68,0.41,0.47,0.5,0.57,0.41,0.38
