,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.72,0.43,0.13,0.68,0.63,0.59,0.78,0.47,0.55,0.64,0.16,0.6,0.78,0.86,0.69,0.67,0.64
delphilhlplib.csv,0.5,0.82,0.46,0.74,0.55,0.57,0.51,0.53,0.45,0.5,0.72,0.5,0.58,0.8,0.74,0.43,0.55
exordium.csv,0.5,0.46,0.47,0.78,0.58,0.75,0.75,0.59,0.42,0.47,0.77,0.62,0.64,0.67,0.77,0.55,0.87
fltk.csv,0.69,0.5,0.68,0.51,0.56,0.5,0.57,0.55,0.77,0.39,0.16,0.59,0.56,0.57,0.76,0.59,0.83
genoviz.csv,0.37,0.62,0.12,0.25,0.52,0.13,0.22,0.19,0.13,0.16,0.0,0.18,0.25,0.47,0.34,0.02,0.99
gzigzag.csv,0.69,0.68,0.33,0.58,0.57,0.25,0.55,0.28,0.24,0.47,0.19,0.37,0.37,0.2,0.57,0.19,0.42
irrlicht.csv,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
moast.csv,0.16,0.29,0.28,0.41,0.41,0.29,0.0,0.29,0.0,0.29,0.12,0.51,0.12,0.95,0.27,0.41,0.64
mptvseries.csv,0.69,0.1,0.69,0.6,0.39,0.69,0.65,0.38,0.82,0.39,0.16,0.43,0.54,0.1,0.66,0.5,0.89
openfrag.csv,0.56,0.49,0.68,0.76,0.62,0.7,0.82,0.65,0.65,0.63,0.27,0.77,0.69,0.44,0.72,0.73,0.33
qse.csv,0.62,0.51,0.68,0.64,0.59,0.7,0.79,0.6,0.81,0.56,0.62,0.39,0.51,0.36,0.65,0.72,0.49
sauerbraten.csv,0.7,0.43,0.09,0.51,0.62,0.0,0.37,0.29,0.0,0.13,0.5,0.09,0.64,0.83,0.66,0.5,0.22
toped.csv,0.41,0.24,0.36,0.17,0.32,0.63,0.88,0.53,0.53,0.47,0.57,0.61,0.68,0.0,0.7,0.46,0.17
truevision.csv,0.71,0.65,0.61,0.59,0.49,0.61,0.61,0.56,0.0,0.8,0.67,0.45,0.56,0.13,0.74,0.49,0.57
uwom.csv,0.72,0.41,0.67,0.79,0.58,0.69,0.17,0.58,0.24,0.5,0.19,0.35,0.73,0.09,0.82,0.34,0.66
zoolib.csv,0.67,0.61,0.5,0.69,0.59,0.58,0.62,0.49,0.24,0.47,0.69,0.3,0.56,0.45,0.74,0.25,0.59
zxing.csv,0.66,0.22,0.66,0.36,0.55,0.3,0.65,0.47,0.42,0.6,0.19,0.42,0.43,0.17,0.64,0.77,0.77
