,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,1.0,0.08,0.0,0.0,0.36,0.0,0.0,0.0,0.27,0.1,0.1,0.0,0.08,0.15
jicarilla.csv,0.0,0.18,1.0,0.04,0.24,0.16,0.0,0.14,0.0,0.22,0.0,0.0,0.11,0.28
jmule.csv,0.06,0.52,0.13,0.17,0.56,0.34,0.35,0.31,0.29,0.72,0.31,0.05,0.51,0.98
micomt.csv,0.4,0.16,0.57,0.17,0.32,0.29,0.34,0.32,0.92,0.67,0.34,0.13,0.33,0.25
migen.csv,0.0,0.24,0.25,0.19,1.0,0.35,0.17,0.24,0.35,0.56,0.27,0.1,0.32,0.49
mvnforum.csv,0.08,0.31,0.44,0.04,0.45,0.11,0.94,0.32,0.0,0.42,0.13,0.03,0.6,0.31
ng4j.csv,0.13,0.39,0.18,0.18,0.53,0.33,0.28,0.24,0.47,0.71,0.34,0.05,0.97,0.56
open-data-kit.csv,0.1,0.22,0.12,0.13,0.57,0.39,0.46,0.48,0.32,0.98,0.29,0.16,0.48,0.56
opennms.csv,0.0,0.32,0.55,0.2,0.43,0.96,0.15,0.22,0.14,0.38,0.48,0.01,0.15,0.32
ossim.csv,0.0,0.05,0.0,0.9,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plplot.csv,0.19,0.49,0.05,0.09,0.57,0.31,0.48,0.92,0.22,0.41,0.36,0.02,0.3,0.3
qedo.csv,0.0,0.0,0.0,0.04,0.11,0.11,0.0,0.09,0.0,0.05,0.17,0.98,0.0,0.13
tradelink.csv,0.0,0.25,0.0,0.12,0.23,0.16,0.18,0.45,0.26,0.25,0.97,0.0,0.17,0.15
wgs-assembler.csv,0.0,0.95,0.05,0.16,0.42,0.26,0.26,0.46,0.21,0.36,0.48,0.05,0.19,0.28
