,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,0.0,0.0,69.0,281.0,1.0,104.0,61.0,77.0,0.0,1.0,1.0,260.0,2.0,0.0
jicarilla.csv,72.0,3.0,0.0,21.0,2.0,1.0,61.0,4.0,71.0,4.0,95.0,260.0,0.0,2.0
jmule.csv,20.0,3.0,2.0,33.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,38.0,2.0,0.0
micomt.csv,1.0,1.0,4.0,5.0,2.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,1.0,4.0
migen.csv,72.0,1.0,1.0,37.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,43.0,5.0,1.0
mvnforum.csv,21.0,4.0,1.0,24.0,2.0,6.0,0.0,8.0,71.0,1.0,4.0,0.0,0.0,0.0
ng4j.csv,6.0,1.0,0.0,39.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,8.0,0.0,0.0
open-data-kit.csv,24.0,1.0,3.0,74.0,1.0,0.0,1.0,3.0,2.0,0.0,3.0,56.0,7.0,1.0
opennms.csv,72.0,7.0,2.0,7.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,48.0,4.0,0.0
ossim.csv,72.0,1.0,69.0,0.0,0.0,104.0,61.0,77.0,71.0,119.0,95.0,260.0,78.0,52.0
plplot.csv,14.0,5.0,2.0,17.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,62.0,2.0,0.0
qedo.csv,72.0,108.0,69.0,31.0,0.0,4.0,61.0,0.0,71.0,1.0,1.0,0.0,78.0,4.0
tradelink.csv,72.0,5.0,69.0,39.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,260.0,1.0,0.0
wgs-assembler.csv,72.0,0.0,4.0,10.0,1.0,1.0,2.0,0.0,11.0,2.0,1.0,6.0,5.0,6.0
