,sauerbraten.csv,brlcad.csv,gzigzag.csv,zoolib.csv,openfrag.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,qdvdauthor.csv,illumination.csv,moast.csv,nativeclient.csv,ftm.csv,jcache.csv
brlcad.csv,0.44,0.96,0.5,0.5,0.59,0.5,0.53,0.67,0.37,0.6,0.53,0.6,0.44
ftm.csv,0.62,0.24,0.52,0.39,0.3,0.42,0.48,0.51,0.33,0.16,0.13,0.93,0.43
google-web-toolkit.csv,0.54,0.31,0.2,0.16,0.48,1.0,0.47,0.6,0.62,0.71,0.42,0.04,0.51
gzigzag.csv,0.25,0.07,0.86,0.12,0.06,0.13,0.05,0.06,0.0,0.11,0.07,0.1,0.15
illumination.csv,0.16,0.56,0.17,0.16,0.07,0.19,0.09,0.43,0.95,0.02,0.34,0.19,0.21
jcache.csv,0.29,0.68,0.6,0.43,0.56,0.54,0.54,0.62,0.57,0.9,0.35,0.32,0.95
moast.csv,0.59,0.43,0.57,0.46,0.28,0.51,0.59,0.62,0.47,1.0,0.36,0.49,0.82
nativeclient.csv,0.68,0.56,0.63,0.47,0.65,0.54,0.55,0.46,0.57,0.28,0.99,0.63,0.74
ns-3-dev-def-routing.csv,0.54,0.4,0.35,0.57,0.39,0.27,0.96,0.5,0.28,0.64,0.17,0.63,0.4
openfrag.csv,0.5,0.47,0.59,0.57,0.96,0.55,0.64,0.53,0.58,0.81,0.52,0.61,0.73
qdvdauthor.csv,0.15,0.11,0.37,0.57,0.5,0.33,0.61,0.98,0.43,0.17,0.52,0.53,0.29
sauerbraten.csv,0.96,0.54,0.58,0.56,0.33,0.4,0.41,0.44,0.21,0.1,0.26,0.49,0.6
zoolib.csv,0.25,0.01,0.2,0.87,0.15,0.19,0.2,0.14,0.0,0.33,0.28,0.4,0.04
