,sauerbraten.csv,brlcad.csv,gzigzag.csv,zoolib.csv,openfrag.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,qdvdauthor.csv,illumination.csv,moast.csv,nativeclient.csv,ftm.csv,jcache.csv
brlcad.csv,0.42,0.85,0.53,0.55,0.58,0.6,0.5,0.45,0.59,0.41,0.61,0.53,0.74
ftm.csv,0.46,0.81,0.62,0.75,0.68,0.57,0.53,0.43,0.8,0.64,0.95,0.57,0.53
google-web-toolkit.csv,0.5,0.49,0.93,0.94,0.69,0.5,0.69,0.53,0.58,0.58,0.69,0.5,0.54
gzigzag.csv,0.89,0.99,0.83,0.93,0.67,0.97,0.91,0.67,0.0,0.95,0.92,0.92,0.8
illumination.csv,0.89,0.44,0.91,0.66,0.86,0.98,0.95,0.61,0.82,0.93,0.67,0.94,0.88
jcache.csv,0.33,0.53,0.35,0.46,0.54,0.48,0.5,0.49,0.38,0.43,0.97,0.67,0.42
moast.csv,0.36,0.62,0.38,0.53,0.47,0.44,0.42,0.36,0.37,0.42,0.74,0.42,0.37
nativeclient.csv,0.38,0.58,0.45,0.54,0.49,0.41,0.43,0.36,0.38,0.61,0.57,0.44,0.45
ns-3-dev-def-routing.csv,0.49,0.5,0.86,0.82,0.68,0.89,0.62,0.63,0.84,0.53,0.97,0.53,0.61
openfrag.csv,0.32,0.42,0.45,0.7,0.54,0.45,0.49,0.53,0.44,0.41,0.49,0.48,0.47
qdvdauthor.csv,0.92,0.99,0.85,0.72,0.62,0.96,0.5,0.44,0.62,0.98,0.68,0.7,0.85
sauerbraten.csv,0.38,0.48,0.51,0.61,0.61,0.56,0.62,0.5,0.74,0.86,0.83,0.46,0.5
zoolib.csv,0.9,0.93,0.9,0.96,0.92,0.98,0.96,0.91,0.67,0.91,0.98,0.93,0.0
