,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.15,0.07,0.02,0.16,0.08,0.14,0.11,0.07,0.0,0.07,1.0,0.15
echongl.csv,0.42,0.49,0.51,0.41,0.42,0.37,0.99,0.04,0.39,0.61,0.25,0.3
hazelcast.csv,0.85,0.98,0.76,0.81,0.6,0.92,0.91,0.96,0.89,0.75,0.88,0.85
japano.csv,0.88,0.69,0.76,0.56,1.0,0.66,0.94,0.48,1.0,0.92,0.62,0.5
jmol.csv,0.3,0.47,0.15,0.43,0.36,1.0,0.52,0.48,0.43,0.56,0.5,0.42
mobicents.csv,0.42,0.33,0.17,0.97,0.46,0.31,0.62,0.41,0.36,0.43,0.75,0.48
nunit.csv,0.27,0.55,0.34,0.34,0.2,0.39,0.09,0.59,0.14,0.15,0.62,0.9
openefm.csv,0.97,0.35,0.59,0.48,0.24,0.7,0.27,0.67,0.54,0.44,0.75,0.55
snakeyaml.csv,0.58,0.45,0.61,0.49,0.51,0.48,0.77,0.89,0.57,0.38,0.75,0.42
trackit.csv,0.27,0.47,0.95,0.23,0.18,0.17,0.82,0.3,0.43,0.17,0.12,0.18
unicase.csv,0.76,0.67,0.56,0.67,0.68,0.65,0.72,0.67,0.18,0.99,0.75,0.62
wheat.csv,0.21,0.42,0.12,0.26,0.34,0.42,0.32,0.22,1.0,0.18,0.25,0.48
