,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,0.4,0.61,0.03,0.38,0.32,0.19,0.41,0.31,0.21,1.0,0.24,0.28
delphilhlplib.csv,0.96,0.5,0.45,0.43,0.48,0.15,0.75,0.46,0.13,0.17,0.44,0.49
factor.csv,0.09,0.02,0.01,0.0,0.1,0.02,0.2,0.08,0.19,0.08,0.98,0.33
fceugc.csv,0.25,0.3,0.12,0.95,0.26,0.42,0.36,0.0,0.3,0.33,0.15,0.19
fltk.csv,0.47,0.91,0.17,0.33,0.45,0.11,0.89,0.31,0.47,0.58,0.34,0.47
jstock.csv,0.51,0.1,0.1,0.19,0.13,0.11,0.17,0.92,0.36,0.08,0.29,0.07
lportal.csv,0.26,0.48,0.06,0.62,0.39,0.78,0.79,0.46,0.3,0.42,0.2,0.37
natpad.csv,0.64,0.52,0.09,0.38,0.39,0.14,0.64,0.23,0.43,0.42,0.71,0.95
ogre.csv,0.94,0.9,1.0,0.95,1.0,1.0,0.98,0.92,1.0,1.0,0.98,1.0
phet.csv,0.4,0.79,0.93,0.71,0.35,0.94,0.12,0.77,0.85,0.42,0.8,0.19
sandiaportals.csv,0.81,0.95,0.51,0.76,0.81,0.4,1.0,0.46,1.0,0.58,0.54,0.88
sumatrapdf.csv,1.0,0.94,0.26,0.67,0.97,0.48,0.99,0.31,0.62,0.75,0.59,0.93
