,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,0.22,0.23,0.17,0.33,0.13,0.0,0.28,0.16,0.17,0.0,0.13,0.09
delphilhlplib.csv,0.0,0.25,0.57,0.33,0.05,0.5,0.45,0.21,0.0,0.2,0.35,0.23
factor.csv,0.06,0.0,0.04,0.02,0.0,0.0,0.13,0.05,0.0,0.01,0.0,0.16
fceugc.csv,0.11,0.23,0.15,0.0,0.15,0.0,0.25,0.12,0.11,0.03,0.22,0.19
fltk.csv,0.33,0.08,0.36,0.09,0.09,0.0,0.68,0.21,0.0,0.13,0.04,0.22
jstock.csv,0.06,0.03,0.19,0.12,0.02,0.5,0.15,0.0,0.0,0.1,0.04,0.03
lportal.csv,0.72,0.64,0.1,0.65,0.45,1.0,0.0,0.49,0.56,0.42,0.43,0.75
natpad.csv,0.67,0.31,0.2,0.23,0.07,1.0,0.42,0.09,0.39,0.44,0.22,0.02
ogre.csv,0.94,0.91,0.99,0.98,1.0,0.0,0.97,1.0,1.0,1.0,0.96,1.0
phet.csv,0.56,0.79,0.0,0.88,0.91,0.5,0.17,0.86,1.0,0.42,0.7,0.62
sandiaportals.csv,0.78,0.66,0.69,0.56,0.42,1.0,1.0,0.65,0.0,0.58,0.3,0.66
sumatrapdf.csv,1.0,0.76,0.5,0.53,0.0,1.0,0.99,0.35,0.17,0.32,0.17,0.83
