,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,0.0,0.0,16.0,0.0,1.0,0.0,233.0,1.0,1.0,0.0,0.0,0.0
delphilhlplib.csv,0.0,4.0,2.0,2.0,0.0,0.0,83.0,0.0,0.0,9.0,5.0,1.0
factor.csv,0.0,0.0,2.0,63.0,0.0,0.0,38.0,2.0,0.0,1.0,0.0,1.0
fceugc.csv,1.0,3.0,2.0,0.0,5.0,0.0,4.0,55.0,0.0,0.0,2.0,3.0
fltk.csv,2.0,0.0,11.0,0.0,0.0,0.0,177.0,6.0,0.0,1.0,0.0,5.0
jstock.csv,0.0,0.0,3.0,1.0,0.0,0.0,119.0,0.0,0.0,4.0,0.0,0.0
lportal.csv,0.0,3.0,8.0,0.0,0.0,0.0,0.0,3.0,4.0,15.0,0.0,1.0
natpad.csv,1.0,1.0,6.0,3.0,0.0,0.0,148.0,1.0,1.0,11.0,0.0,0.0
ogre.csv,1.0,3.0,5.0,0.0,0.0,0.0,170.0,5.0,4.0,18.0,0.0,1.0
phet.csv,1.0,2.0,0.0,0.0,3.0,0.0,83.0,5.0,4.0,10.0,0.0,1.0
sandiaportals.csv,1.0,2.0,3.0,2.0,0.0,0.0,171.0,11.0,0.0,6.0,0.0,0.0
sumatrapdf.csv,1.0,2.0,3.0,3.0,0.0,0.0,171.0,10.0,2.0,1.0,0.0,1.0
