,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,0.54,0.68,0.04,0.37,0.42,0.32,0.1,0.33,0.33,1.0,0.37,0.39
delphilhlplib.csv,0.98,0.59,0.27,0.41,0.61,0.26,0.12,0.43,0.23,0.14,0.54,0.53
factor.csv,0.17,0.04,0.03,0.0,0.18,0.04,0.09,0.12,0.32,0.14,0.99,0.42
fceugc.csv,0.38,0.4,0.15,0.98,0.34,0.59,0.1,0.0,0.45,0.44,0.23,0.25
fltk.csv,0.6,0.92,0.15,0.44,0.56,0.2,0.1,0.31,0.64,0.5,0.5,0.52
jstock.csv,0.67,0.17,0.12,0.27,0.22,0.2,0.07,0.96,0.53,0.1,0.44,0.12
lportal.csv,0.35,0.49,0.08,0.42,0.35,0.87,0.88,0.3,0.41,0.21,0.27,0.3
natpad.csv,0.69,0.59,0.1,0.41,0.51,0.24,0.11,0.3,0.55,0.21,0.77,0.96
ogre.csv,0.83,0.7,0.39,0.48,0.53,1.0,0.08,0.35,0.85,0.25,0.78,0.57
phet.csv,0.5,0.66,0.96,0.41,0.24,0.97,0.05,0.33,0.78,0.21,0.73,0.18
sandiaportals.csv,0.78,0.78,0.27,0.52,0.63,0.57,0.08,0.26,1.0,0.23,0.63,0.62
sumatrapdf.csv,0.85,0.75,0.18,0.48,0.98,0.64,0.08,0.25,0.74,0.41,0.7,0.59
