,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,0.18,0.59,0.14,0.18,0.28,0.05,0.39,0.14,0.0,0.16,0.08,0.3,0.12,0.0
jicarilla.csv,0.0,0.11,0.22,0.01,0.4,0.05,0.18,0.09,0.61,0.3,0.09,0.07,0.29,0.97
jmule.csv,0.7,0.56,0.43,0.57,0.47,0.77,0.7,0.39,0.92,0.43,0.64,0.53,0.27,0.17
micomt.csv,0.86,0.64,0.76,0.8,0.67,0.79,0.86,0.82,0.12,0.7,0.73,0.82,0.66,0.83
migen.csv,0.2,0.07,0.35,0.24,0.35,0.35,0.09,0.11,0.37,0.36,0.19,0.56,0.14,0.0
mvnforum.csv,0.49,0.41,0.22,0.38,0.19,0.12,0.32,0.86,0.32,0.55,0.22,0.29,0.25,0.0
ng4j.csv,0.45,0.57,0.32,0.52,0.53,0.68,0.75,0.26,0.24,0.25,0.55,0.76,0.34,0.07
open-data-kit.csv,0.3,0.51,0.57,0.75,0.67,0.68,0.77,0.21,0.9,0.16,0.6,0.79,0.66,0.59
opennms.csv,0.21,0.51,0.14,0.2,0.3,0.27,0.18,0.21,0.8,0.45,0.19,0.33,0.36,0.62
ossim.csv,0.27,0.56,0.3,0.28,0.56,0.47,0.32,0.37,0.71,0.36,0.38,0.38,0.39,0.97
plplot.csv,0.73,0.37,0.11,0.52,0.4,0.4,0.55,0.16,0.24,0.11,0.27,0.57,0.29,0.07
qedo.csv,0.2,0.19,0.32,0.31,0.47,0.25,0.09,0.46,0.66,0.18,0.25,0.24,0.15,0.45
tradelink.csv,0.54,0.31,0.27,0.25,0.35,0.38,0.43,0.46,0.12,0.41,0.32,0.26,0.25,0.03
wgs-assembler.csv,0.39,0.31,0.16,0.48,0.35,0.35,0.25,0.11,0.69,0.25,0.21,0.6,0.49,0.07
