,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,1.0,0.0,0.89,0.99,0.95,0.91,0.86,0.74,0.78,0.94,0.53,0.9,0.98,0.94,0.95,0.84,0.97,0.96,0.8
delphilhlplib.csv,0.54,0.84,0.0,0.84,0.91,0.73,0.76,0.81,0.67,0.78,0.23,0.75,0.96,0.85,0.84,0.95,0.34,0.99,0.64
exordium.csv,0.17,0.57,0.17,0.02,0.0,0.18,0.24,0.13,0.44,0.12,0.38,0.25,0.08,0.04,0.21,0.09,0.1,0.05,0.4
fltk.csv,0.33,0.58,0.17,0.0,0.36,0.37,0.33,0.32,0.33,0.24,0.19,0.08,0.13,0.25,0.16,0.35,0.1,0.33,0.64
genoviz.csv,0.04,0.0,0.0,0.0,0.0,0.01,0.06,0.06,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
gzigzag.csv,0.08,0.11,0.44,0.23,0.2,0.0,0.08,0.13,0.44,0.41,0.34,0.3,0.19,0.25,0.21,0.45,0.31,0.53,0.2
irrlicht.csv,0.58,0.92,0.11,0.75,0.66,0.29,0.45,0.52,1.0,0.02,0.85,0.76,0.71,0.64,0.42,0.8,0.0,0.4,0.56
kmess.csv,0.17,0.78,0.17,0.49,0.36,0.24,0.22,0.19,0.67,0.39,0.66,0.61,0.21,0.51,0.42,0.02,0.03,0.65,0.44
moast.csv,1.0,1.0,0.89,1.0,1.0,0.87,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.96
mptvseries.csv,0.5,0.32,0.17,0.2,0.12,0.06,0.08,0.03,0.11,0.33,0.15,0.18,0.3,0.11,0.53,0.15,0.59,0.05,0.02
nativeclient.csv,0.29,0.5,0.56,0.23,0.32,0.23,0.39,0.39,0.56,0.39,0.55,0.23,0.19,0.36,0.37,0.45,0.28,0.02,0.53
openfrag.csv,0.75,0.43,0.39,0.38,0.64,0.57,0.57,0.45,0.78,0.33,0.53,0.52,0.28,0.02,0.53,0.65,0.38,0.51,0.67
phet.csv,0.38,0.29,0.33,0.12,0.41,0.68,0.0,0.55,0.33,0.08,0.26,0.61,0.54,0.75,0.47,0.6,0.9,0.77,0.51
qdvdauthor.csv,0.83,0.95,0.33,0.53,0.8,0.4,0.41,0.71,0.56,0.45,0.91,0.51,0.71,0.55,0.0,0.73,0.07,0.89,0.71
qse.csv,0.5,0.37,0.89,0.27,0.32,0.27,0.41,0.19,0.56,0.25,0.02,0.38,0.21,0.11,0.21,0.29,0.76,0.09,0.51
sauerbraten.csv,0.0,0.5,0.17,0.1,0.14,0.17,0.24,0.32,0.22,0.22,0.09,0.13,0.12,0.0,0.21,0.11,0.24,0.25,0.29
toped.csv,0.54,0.95,0.22,0.4,0.75,0.24,0.46,0.29,0.0,0.57,1.0,0.49,0.73,0.68,0.53,0.87,0.03,0.82,0.51
truevision.csv,0.46,0.38,0.44,0.37,0.3,0.6,0.62,0.42,0.89,0.27,0.38,0.0,0.15,0.6,0.47,0.24,0.86,0.14,0.69
zoolib.csv,0.12,0.19,0.22,0.1,0.18,0.16,0.09,0.06,0.11,0.39,0.15,0.01,0.0,0.11,0.42,0.44,0.0,0.03,0.0
