,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.71,0.83,0.96,0.59,0.64,0.76,0.37,0.85,0.77,0.53,0.88,0.61,0.32,0.55,0.39,0.47,0.63
delphilhlplib.csv,0.92,0.37,0.59,0.53,0.67,0.48,0.49,0.58,0.57,0.54,0.4,0.56,0.54,0.69,0.56,0.5,0.8
exordium.csv,0.96,0.5,0.59,0.39,0.68,0.76,0.78,0.62,0.77,0.42,0.87,0.6,0.64,1.04,0.52,0.57,0.58
fltk.csv,0.6,0.63,0.43,0.61,0.75,0.59,0.54,0.64,0.55,0.58,0.75,0.52,0.48,0.76,0.37,0.62,0.47
genoviz.csv,0.75,0.81,0.91,0.79,0.65,0.95,0.88,0.89,0.86,0.89,1.0,0.86,0.94,0.85,0.79,1.0,0.11
gzigzag.csv,0.45,0.63,0.71,0.69,0.54,0.75,0.51,0.81,0.77,0.71,0.88,0.65,0.67,1.09,0.54,0.85,0.7
irrlicht.csv,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.68,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0
moast.csv,0.83,0.95,0.79,0.76,0.94,0.9,1.0,0.73,1.0,0.86,0.93,0.65,0.78,0.05,1.03,0.79,0.74
mptvseries.csv,0.58,1.0,0.62,0.58,0.7,0.39,0.52,0.75,0.55,0.58,0.69,0.79,0.59,1.0,0.56,0.43,0.39
openfrag.csv,0.88,0.89,0.51,0.51,0.7,0.37,0.57,0.65,0.6,0.49,0.61,0.35,0.5,0.9,0.47,0.76,0.87
qse.csv,0.62,0.7,0.64,0.55,0.67,0.42,0.42,0.66,0.27,0.58,0.56,0.68,0.62,0.86,0.52,0.51,0.76
sauerbraten.csv,0.27,0.87,0.98,1.0,0.73,0.87,1.0,0.98,1.0,0.93,0.93,1.0,0.78,0.76,0.81,0.95,1.21
toped.csv,0.79,0.95,0.82,0.78,0.92,0.6,0.2,0.79,0.77,0.77,0.64,0.67,0.41,0.69,0.46,0.68,0.91
truevision.csv,0.61,0.84,0.54,0.65,0.59,0.68,0.5,0.63,0.94,0.39,0.55,0.55,0.64,0.97,0.58,0.44,0.51
uwom.csv,0.59,0.83,0.45,0.63,0.56,0.62,0.87,0.69,0.63,0.48,0.57,0.56,0.64,0.94,0.3,0.71,0.65
zoolib.csv,0.59,0.7,0.59,0.47,0.68,0.47,0.53,0.62,0.63,0.66,0.4,0.73,0.55,0.79,0.36,0.84,0.47
zxing.csv,0.6,0.81,0.53,0.62,0.64,0.47,0.4,0.61,0.52,0.54,0.7,0.68,0.62,0.9,0.45,0.36,0.6
