,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,0.14,0.39,0.0,0.13,0.59,0.17,0.28,0.58,0.75,0.83,0.54,0.01,0.6,1.0
jicarilla.csv,0.0,0.5,0.78,0.0,0.15,1.0,0.0,0.0,0.03,0.25,0.0,0.0,0.07,0.26
jmule.csv,0.05,0.41,0.08,0.09,0.55,0.24,0.32,0.38,0.22,0.81,0.23,0.04,0.56,0.79
micomt.csv,0.03,0.36,0.51,0.07,0.5,0.26,0.3,0.3,0.52,0.68,0.21,0.07,0.32,0.48
migen.csv,0.05,0.56,0.25,0.11,0.59,0.34,0.22,0.36,0.2,0.7,0.37,0.05,0.53,0.5
mvnforum.csv,0.0,0.34,0.6,0.01,0.52,0.11,0.39,0.23,0.29,0.67,0.31,0.07,0.32,0.0
ng4j.csv,0.04,0.43,0.0,0.08,0.51,0.26,0.32,0.41,0.42,0.8,0.27,0.09,0.47,0.92
open-data-kit.csv,0.04,0.44,0.11,0.08,0.48,0.25,0.28,0.56,0.22,0.87,0.27,0.05,0.34,0.62
opennms.csv,0.08,0.37,0.25,0.15,0.5,0.47,0.0,0.17,0.05,0.59,0.0,0.05,0.32,0.55
ossim.csv,0.04,0.37,0.46,0.15,0.37,0.29,0.11,0.18,0.04,0.67,0.12,0.04,0.22,0.44
plplot.csv,0.04,0.34,0.12,0.04,0.56,0.23,0.45,0.48,0.4,0.84,0.3,0.02,0.5,0.67
qedo.csv,0.0,0.21,0.52,0.02,0.33,0.24,0.12,0.14,0.05,0.38,0.0,0.26,0.0,0.41
tradelink.csv,0.02,0.33,0.32,0.01,0.49,0.21,0.38,0.38,0.6,0.64,0.31,0.06,0.25,0.23
wgs-assembler.csv,0.07,0.46,0.0,0.1,0.62,0.26,0.36,0.53,0.5,0.86,0.38,0.02,0.34,0.69
